Key,TEST_RULE,ACT_English,ACT_Math,ACT_Reading,ACT_Science_Reasoning,ACT_Composite,ACT_Combined English_Writing,TEST_RULE,SAT_Critical_Reading,SAT_Mathematics,SAT_Writing
955652,ACT,29,28,27,27,27,,SAT,500,550,520
955717,,,,,,,,,,,
955727,ACT,34,30,26,27,28,,SAT,510,570,520
955744,,,,,,,,SAT,560,610,560
955774,,,,,,,,,,,
955795,,,,,,,,,,,
955818,,,,,,,,,,,
955824,,,,,,,,,,,
955836,,,,,,,,,,,
955854,ACT,34,31,35,31,32,,,,,
955916,ACT,27,22,26,23,25,,SAT,570,490,500
955960,ACT,30,25,33,31,30,,,,,
955981,ACT,22,20,20,25,22,,,,,
956089,,,,,,,,,,,
956102,,,,,,,,,,,
956142,ACT,22,21,17,24,21,,,,,
956161,,,,,,,,,,,
956253,,,,,,,,,,,
956278,,,,,,,,,,,
956287,ACT,23,23,20,25,23,,,,,
956389,ACT,27,30,31,24,28,,,,,
956435,,,,,,,,SAT,510,570,520
956464,ACT,26,27,26,24,25,,SAT,590,550,560
956469,ACT,26,29,31,35,30,,,,,
956476,ACT,33,33,24,28,29,,SAT,540,630,570
956605,ACT,28,30,29,27,29,,,,,
956713,,,,,,,,,,,
956720,,,,,,,,,,,
956756,ACT,32,28,31,27,30,,,,,
956786,ACT,30,25,27,24,27,28,SAT,630,570,610
956817,,,,,,,,SAT,630,640,620
956943,ACT,24,24,29,22,25,,,,,
956973,ACT,27,26,31,29,28,,,,,
956991,,,,,,,,,,,
957054,,,,,,,,,,,
957124,,,,,,,,,,,
957166,ACT,25,25,24,24,25,,,,,
957174,ACT,18,20,25,22,21,,,,,
957177,ACT,21,25,19,20,21,,,,,
957338,ACT,31,34,32,31,32,,SAT,570,630,530
957386,ACT,29,26,32,33,30,,,,,
957425,ACT,35,31,36,34,34,,,,,
957530,ACT,23,25,29,23,25,,,,,
957672,ACT,33,28,33,26,30,,,,,
957748,ACT,18,22,,,,,,,,
957858,ACT,31,30,34,29,31,,,,,
957872,ACT,24,20,34,25,26,,,,,
957906,ACT,32,32,30,33,32,,SAT,580,600,510
957912,ACT,27,23,29,25,25,,,,,
958002,ACT,25,26,31,26,27,,,,,
958017,,,,,,,,,,,
958024,,,,,,,,,,,
958038,,,,,,,,SAT,620,680,610
958041,ACT,26,24,31,26,27,,,,,
958051,ACT,30,30,32,29,29,,SAT,620,680,590
958054,ACT,20,26,24,26,24,,SAT,470,620,450
958061,ACT,26,28,33,30,29,,SAT,650,600,510
958069,,,,,,,,,,,
958074,ACT,34,28,31,30,31,,,,,
958204,ACT,26,26,28,26,25,,,,,
958431,,,,,,,,,,,
958489,ACT,24,28,21,29,25,,,,,
958491,ACT,31,31,32,30,31,,,,,
958492,ACT,26,26,29,24,26,,,,,
958493,,,,,,,,,,,
958504,ACT,24,24,22,25,23,,,,,
958532,,,,,,,,SAT,450,440,480
958699,ACT,23,26,20,23,23,,,,,
958702,ACT,35,30,35,33,33,,SAT,800,590,620
958715,ACT,28,33,23,33,29,,,,,
958735,,,,,,,,SAT,620,520,500
958737,ACT,31,26,29,28,29,,SAT,590,640,620
958760,ACT,19,23,24,23,22,,,,,
958857,,,,,,,,,,,
958860,,,,,,,,,,,
958895,ACT,23,25,25,26,25,,SAT,550,570,520
958913,ACT,31,28,29,31,30,,,,,
958925,ACT,24,26,30,26,26,19,SAT,560,530,560
958928,ACT,33,31,29,33,31,,,,,
959012,ACT,23,26,29,24,26,,,,,
959025,ACT,25,25,21,22,23,,,,,
959054,ACT,23,27,31,24,26,,,,,
959118,,,,,,,,SAT,630,740,650
959156,ACT,20,19,19,21,20,,,,,
959168,ACT,20,24,23,23,23,,,,,
959193,ACT,26,25,31,23,26,,,,,
959286,ACT,23,25,23,23,23,,,,,
959293,ACT,33,31,29,29,30,,,,,
959296,ACT,31,33,31,35,33,,,,,
959298,ACT,30,25,31,24,28,,,,,
959303,ACT,31,28,32,28,29,,,,,
959363,ACT,36,35,32,34,34,,,,,
959439,,,,,,,,,,,
959473,ACT,26,25,28,28,26,,SAT,540,500,480
959765,ACT,32,27,33,31,31,,SAT,620,550,640
959770,ACT,28,27,25,26,27,,,,,
959785,ACT,25,23,28,23,25,,,,,
959818,ACT,15,21,20,21,21,,SAT,360,420,430
959852,,,,,,,,SAT,590,620,510
959921,,,,,,,,,,,
960042,ACT,29,28,30,31,30,,,,,
960079,ACT,24,27,28,24,26,,,,,
960137,,,,,,,,SAT,580,550,560
960353,ACT,20,21,20,21,21,,SAT,540,510,500
960372,,,,,,,,,,,
960398,ACT,25,26,28,29,26,,,,,
960401,ACT,25,23,27,23,24,,,,,
960404,,,,,,,,,,,
960617,ACT,36,34,36,36,36,,SAT,800,720,760
960675,,,,,,,,,,,
960724,ACT,25,23,23,25,24,,,,,
960750,ACT,20,24,22,19,21,,,,,
960830,ACT,22,31,32,27,28,,SAT,570,620,490
960838,ACT,23,18,24,21,22,,,,,
960887,,,,,,,,SAT,720,640,620
960895,ACT,34,28,29,31,30,,SAT,560,610,620
960902,ACT,33,25,29,27,28,,SAT,680,600,610
960904,ACT,34,34,34,34,34,,,,,
960907,ACT,28,29,30,36,31,,,,,
961069,,,,,,,,,,,
961104,,,,,,,,,,,
961131,ACT,18,28,21,25,23,,,,,
961214,ACT,33,29,33,31,32,,,,,
961218,,,,,,,,,,,
961302,,,,,,,,,,,
961343,ACT,24,24,33,27,27,,SAT,640,560,550
961435,ACT,16,23,21,19,20,,SAT,430,470,410
961474,,,,,,,,SAT,560,680,560
961483,,,,,,,,,,,
961492,,,,,,,,,,,
961544,ACT,21,18,23,21,21,,SAT,480,400,560
961608,,,,,,,,,,,
961803,ACT,26,31,24,24,26,,,,,
961858,,,,,,,,,,,
961877,ACT,25,20,23,23,23,,,,,
961966,ACT,24,23,29,20,24,,,,,
962108,,,,,,,,,,,
962124,ACT,26,31,27,30,29,,,,,
962138,ACT,25,30,28,26,27,,,,,
962245,ACT,24,25,29,26,26,,,,,
962371,,,,,,,,,,,
962378,,,,,,,,,,,
962425,ACT,32,31,33,28,30,,,,,
962567,ACT,31,30,28,30,30,,,,,
962573,,,,,,,,,,,
962643,,,,,,,,,,,
962651,ACT,25,27,32,29,27,,,,,
962745,,,,,,,,,,,
962839,,,,,,,,,,,
962862,,,,,,,,,,,
962878,ACT,26,25,32,24,27,,,,,
962884,ACT,25,32,28,24,27,,,,,
962916,,,,,,,,,,,
963019,ACT,24,26,26,28,26,,,,,
963066,ACT,16,17,24,21,20,,,,,
963110,,,,,,,,,,,
963115,ACT,33,27,28,23,28,,,,,
963118,ACT,25,27,28,30,28,,SAT,700,590,540
963150,ACT,32,28,29,29,29,,,,,
963171,ACT,23,27,32,28,27,,,,,
963187,,,,,,,,,,,
963304,ACT,35,30,35,31,32,,,,,
963320,,,,,,,,,,,
963344,ACT,24,22,25,24,24,,,,,
963446,ACT,20,26,19,24,22,,,,,
963471,,,,,,,,SAT,530,490,470
963506,ACT,28,28,33,36,31,,,,,
963517,,,,,,,,,,,
963550,ACT,25,23,24,22,24,,,,,
963565,,,,,,,,,,,
963572,ACT,34,33,32,30,32,,,,,
963628,,,,,,,,SAT,540,650,640
963635,,,,,,,,SAT,570,530,480
963714,ACT,25,29,35,30,29,,,,,
963742,ACT,33,30,29,28,30,,,,,
963759,ACT,29,22,24,25,25,,,,,
963917,ACT,24,26,31,29,28,,,,,
963924,ACT,20,24,23,22,22,,,,,
964035,ACT,27,27,30,28,28,,SAT,640,600,590
964045,,,,,,,,SAT,520,740,650
964055,ACT,26,26,24,27,26,,,,,
964135,ACT,30,30,28,23,28,,SAT,630,630,650
964166,ACT,26,29,26,30,28,,,,,
964270,,,,,,,,,,,
964280,,,,,,,,,,,
964331,ACT,24,28,26,28,27,,,,,
964345,ACT,28,29,30,31,30,,,,,
964377,ACT,28,30,25,30,28,,,,,
964438,ACT,24,28,33,26,28,,SAT,620,530,480
964479,ACT,24,26,30,25,26,,,,,
964507,ACT,24,25,31,27,26,,,,,
964529,ACT,29,32,32,30,31,,SAT,590,560,690
964557,ACT,22,25,24,25,24,,,,,
964720,ACT,35,31,35,28,32,,SAT,690,670,680
964823,ACT,25,27,32,30,28,,SAT,510,530,580
964836,ACT,25,28,27,30,26,,SAT,490,570,480
964900,ACT,24,30,26,22,26,,,,,
964914,ACT,32,28,23,27,27,,,,,
964925,ACT,33,27,36,25,30,,SAT,630,550,660
965048,ACT,21,20,20,19,20,,SAT,500,480,450
965159,ACT,27,29,34,29,28,,,,,
965182,,,,,,,,,,,
965243,ACT,30,34,26,36,32,,,,,
965244,ACT,22,23,16,19,20,,,,,
965306,ACT,19,20,18,17,19,,SAT,490,450,460
965417,,,,,,,,,,,
965423,ACT,31,28,34,30,30,,SAT,630,580,500
965436,,,,,,,,,,,
965472,ACT,36,36,35,35,36,,,,,
965566,ACT,30,26,24,23,26,,,,,
965645,,,,,,,,SAT,590,680,630
965653,ACT,26,19,24,24,23,,SAT,510,540,500
965663,ACT,22,28,27,25,26,,,,,
965762,ACT,19,24,30,24,24,,,,,
965814,ACT,21,26,18,21,22,,,,,
965848,ACT,30,26,29,25,26,,,,,
965879,,,,,,,,SAT,600,740,670
965880,ACT,31,27,26,25,27,,,,,
965883,,,,,,,,,,,
965951,,,,,,,,,,,
965972,ACT,18,18,23,19,20,,,,,
965976,ACT,25,26,21,23,24,,,,,
966148,,,,,,,,,,,
966355,ACT,23,26,22,21,23,,,,,
966364,,,,,,,,,,,
966493,ACT,27,27,22,28,26,,SAT,520,510,500
966519,ACT,27,23,29,22,23,,,,,
966524,ACT,20,18,18,17,18,,,,,
966552,ACT,28,27,34,27,29,,,,,
966556,ACT,17,19,20,22,20,,,,,
966579,ACT,23,24,22,19,22,,,,,
966627,ACT,26,19,32,22,25,,SAT,560,460,540
966653,ACT,30,32,28,33,29,,,,,
966659,ACT,23,23,20,22,22,,,,,
966709,,,,,,,,,,,
966770,,,,,,,,,,,
966782,ACT,34,29,30,28,30,,,,,
966845,ACT,26,24,29,23,25,,,,,
966869,,,,,,,,,,,
966873,,,,,,,,,,,
966893,,,,,,,,,,,
966911,ACT,19,21,21,20,19,,,,,
967026,ACT,35,34,36,36,35,,,,,
967111,ACT,31,28,36,26,30,,,,,
967185,,,,,,,,SAT,800,720,800
967219,ACT,28,24,30,29,26,,,,,
967252,ACT,33,30,31,24,30,,,,,
967263,ACT,34,28,34,28,30,26,,,,
967275,ACT,35,32,34,30,33,,,,,
967311,,,,,,,,,,,
967355,ACT,31,27,36,27,30,,SAT,610,520,600
967464,,,,,,,,,,,
967465,ACT,30,34,26,31,30,,SAT,560,700,580
967467,ACT,29,32,36,35,33,,,,,
967499,,,,,,,,,,,
967547,ACT,26,33,21,25,26,,SAT,550,750,600
967571,ACT,32,26,34,34,31,,,,,
967838,ACT,28,29,28,31,28,,,,,
967856,,,,,,,,,,,
967860,ACT,27,28,27,35,29,,,,,
967862,,,,,,,,,,,
967903,,,,,,,,,,,
967922,ACT,26,26,23,23,25,,,,,
968012,ACT,24,30,31,26,28,,,,,
968029,,,,,,,,,,,
968223,,,,,,,,,,,
968267,,,,,,,,,,,
968311,,,,,,,,SAT,560,510,480
968316,ACT,33,27,23,27,28,,,,,
968318,,,,,,,,,,,
968329,ACT,27,30,32,33,30,,,,,
968447,ACT,28,27,29,27,28,,,,,
968455,ACT,25,24,21,22,23,,,,,
968463,ACT,33,26,29,30,29,,,,,
968464,ACT,30,26,32,27,29,,,,,
968584,ACT,26,28,32,27,28,,,,,
968593,ACT,24,29,26,27,27,,,,,
968619,,,,,,,,,,,
968680,ACT,33,24,30,30,29,,,,,
968722,ACT,33,30,33,30,32,,,,,
968744,,,,,,,,SAT,530,580,610
968836,,,,,,,,,,,
968917,,,,,,,,,,,
969045,,,,,,,,SAT,450,390,380
969064,ACT,20,23,24,25,22,,,,,
969078,,,,,,,,,,,
969174,ACT,30,31,33,31,31,,,,,
969181,,,,,,,,,,,
969191,ACT,26,23,25,21,24,,,,,
969231,ACT,29,26,23,24,26,,,,,
969274,ACT,30,33,29,26,28,,,,,
969339,ACT,25,28,29,26,27,,,,,
969410,ACT,26,24,35,27,27,,,,,
969460,ACT,25,31,29,34,29,,,,,
969468,ACT,31,24,34,28,29,,,,,
969525,,,,,,,,,,,
969618,,,,,,,,,,,
970026,ACT,35,28,35,28,30,,,,,
970128,ACT,31,34,32,31,32,,,,,
970145,,,,,,,,,,,
970172,,,,,,,,,,,
970303,ACT,29,32,33,24,29,,SAT,660,710,660
970321,ACT,26,34,22,30,28,,,,,
970340,,,,,,,,SAT,630,600,580
970343,,,,,,,,,,,
970444,ACT,36,32,35,35,34,,,,,
970460,,,,,,,,,,,
970492,ACT,34,26,35,31,32,,,,,
970549,,,,,,,,,,,
970552,,,,,,,,SAT,480,470,430
970560,ACT,24,23,26,22,23,,,,,
970568,ACT,22,21,19,19,20,,,,,
970593,,,,,,,,,,,
970772,ACT,34,31,33,34,32,,,,,
970808,ACT,23,22,23,22,23,,,,,
970896,ACT,23,21,19,21,21,,SAT,470,500,550
970949,ACT,23,23,23,24,23,,,,,
971121,ACT,24,28,24,27,25,,,,,
971225,,,,,,,,,,,
971351,ACT,34,32,27,26,29,,,,,
971376,,,,,,,,,,,
971522,,,,,,,,,,,
971548,ACT,31,35,32,36,34,,,,,
971564,,,,,,,,,,,
971572,ACT,35,35,34,36,35,,,,,
971615,ACT,35,30,30,33,32,,,,,
971620,ACT,27,27,22,26,25,,,,,
971694,ACT,24,32,34,31,30,,,,,
971819,ACT,23,27,27,29,27,,SAT,600,560,600
971828,ACT,26,29,30,24,27,,,,,
971964,ACT,30,27,30,24,26,,SAT,550,550,600
972000,ACT,31,33,35,36,34,,,,,
972110,ACT,33,35,34,36,35,,,,,
972144,ACT,21,26,28,26,24,,SAT,490,550,420
972465,ACT,27,27,29,31,29,,,,,
972472,,,,,,,,,,,
972522,ACT,30,29,24,28,27,,,,,
972576,,,,,,,,,,,
972590,ACT,28,27,31,26,28,,SAT,570,580,550
972638,ACT,23,23,27,24,24,,,,,
972691,ACT,25,34,21,32,27,,,,,
972740,ACT,25,29,23,29,26,,,,,
972830,,,,,,,,,,,
972896,ACT,28,30,30,31,30,,,,,
972909,,,,,,,,,,,
972970,ACT,25,35,23,24,25,,,,,
972983,,,,,,,,,,,
973034,,,,,,,,,,,
973042,,,,,,,,SAT,410,390,400
973049,,,,,,,,,,,
973062,,,,,,,,,,,
973089,ACT,23,23,20,26,23,,,,,
973095,,,,,,,,,,,
973129,,,,,,,,,,,
973153,ACT,25,26,24,24,25,,,,,
973216,,,,,,,,,,,
973235,,,,,,,,SAT,550,780,610
973248,ACT,31,32,27,27,29,,,,,
973350,,,,,,,,,,,
973370,ACT,33,29,31,33,32,,,,,
973501,,,,,,,,SAT,620,530,600
973531,ACT,29,23,34,25,28,,,,,
973554,ACT,26,26,33,29,29,,,,,
973637,,,,,,,,,,,
973642,,,,,,,,SAT,490,770,620
973728,ACT,26,25,32,29,28,,,,,
973841,ACT,35,36,30,33,34,,,,,
973843,,,,,,,,,,,
973864,ACT,15,18,19,19,18,,,,,
973987,ACT,20,25,24,18,22,,,,,
974120,ACT,24,27,31,24,27,,,,,
974173,,,,,,,,,,,
974187,,,,,,,,,,,
974553,,,,,,,,,,,
974558,ACT,36,28,34,35,33,,,,,
974711,,,,,,,,SAT,540,680,670
974798,ACT,29,25,28,23,26,,,,,
974931,,,,,,,,,,,
975179,ACT,28,30,28,33,30,,SAT,620,620,550
975215,ACT,27,29,30,24,27,,,,,
975307,ACT,34,35,32,31,33,,,,,
975856,ACT,20,28,22,22,23,,,,,
975987,ACT,26,24,24,23,24,,,,,
975996,,,,,,,,,,,
975998,,,,,,,,,,,
976001,ACT,34,29,36,30,32,,,,,
976041,ACT,25,21,30,24,25,,,,,
976091,,,,,,,,,,,
976155,,,,,,,,,,,
976269,ACT,34,30,26,26,29,,,,,
976394,,,,,,,,,,,
976400,ACT,31,32,33,30,32,,,,,
976414,,,,,,,,,,,
976424,ACT,34,35,35,34,35,,,,,
976471,,,,,,,,,,,
976529,,,,,,,,SAT,510,530,500
976603,ACT,29,29,34,29,29,,,,,
976675,ACT,35,26,29,30,30,,,,,
976698,,,,,,,,,,,
976710,ACT,34,30,35,36,34,,,,,
976867,ACT,25,30,30,27,27,,,,,
976887,ACT,26,26,28,29,27,,,,,
976902,ACT,27,24,33,24,27,,,,,
976927,ACT,25,18,28,23,24,,,,,
976994,,,,,,,,,,,
977079,ACT,33,26,31,27,29,,,,,
977115,ACT,21,27,30,25,26,,,,,
977176,ACT,27,26,28,25,27,,,,,
977238,ACT,29,26,26,24,26,,,,,
977378,ACT,24,20,28,21,23,,,,,
977470,,,,,,,,,,,
977471,ACT,27,23,22,20,23,,,,,
977473,ACT,28,23,30,26,27,,,,,
977759,ACT,30,28,35,35,32,,,,,
977775,ACT,16,24,25,25,23,,,,,
977812,ACT,33,30,25,26,29,,,,,
977828,ACT,24,21,21,22,22,,SAT,490,550,490
977851,,,,,,,,,,,
977880,ACT,29,36,27,31,30,,,,,
977885,ACT,33,29,32,26,30,,,,,
977941,,,,,,,,,,,
978166,,,,,,,,,,,
978447,,,,,,,,,,,
978700,ACT,23,27,28,22,25,,,,,
978794,,,,,,,,,,,
978931,ACT,24,19,28,23,24,,,,,
978966,ACT,28,33,30,33,31,,,,,
978983,ACT,30,24,34,25,27,,,,,
979042,ACT,22,25,24,26,24,,SAT,470,530,480
979058,,,,,,,,,,,
979092,,,,,,,,,,,
979188,ACT,30,33,32,34,32,,SAT,580,660,620
979421,ACT,34,27,33,27,30,,,,,
979510,ACT,35,35,34,30,34,,,,,
979608,ACT,33,28,36,35,33,,,,,
979814,,,,,,,,,,,
980042,ACT,35,27,28,27,29,,,,,
980092,ACT,27,31,26,27,28,,,,,
980135,,,,,,,,,,,
980187,,,,,,,,,,,
980195,,,,,,,,,,,
980297,,,,,,,,,,,
980302,ACT,35,28,34,34,33,,,,,
980306,,,,,,,,SAT,580,610,550
980326,ACT,25,25,30,33,28,,,,,
980395,ACT,31,29,32,28,30,,,,,
980401,ACT,31,31,28,29,29,,,,,
980462,ACT,23,26,23,23,24,,,,,
980549,ACT,23,26,27,25,25,,SAT,510,530,540
980641,,,,,,,,,,,
980724,,,,,,,,,,,
980739,ACT,35,33,34,36,35,,,,,
980954,,,,,,,,,,,
981020,,,,,,,,,,,
981075,,,,,,,,,,,
981203,ACT,22,24,28,26,25,,SAT,560,580,470
981319,ACT,21,23,18,22,21,,,,,
981451,,,,,,,,,,,
981523,ACT,24,27,22,24,24,,,,,
981606,,,,,,,,SAT,540,610,560
981623,ACT,24,25,26,20,23,,,,,
981724,,,,,,,,SAT,590,490,480
981729,,,,,,,,,,,
981775,,,,,,,,,,,
981782,,,,,,,,SAT,580,570,480
981851,ACT,23,28,18,26,24,,,,,
981937,ACT,17,24,21,18,20,,,,,
982306,,,,,,,,SAT,600,770,800
982311,,,,,,,,,,,
982377,,,,,,,,,,,
982410,,,,,,,,,,,
982863,,,,,,,,,,,
983000,,,,,,,,,,,
983121,ACT,33,28,35,29,30,,,,,
983279,,,,,,,,,,,
983318,ACT,30,27,28,29,28,,,,,
983322,,,,,,,,,,,
983446,,,,,,,,,,,
983570,,,,,,,,,,,
983791,ACT,29,29,29,27,28,,,,,
983840,ACT,30,23,32,22,27,,,,,
984104,,,,,,,,SAT,700,700,620
984149,ACT,23,27,32,33,29,,,,,
984269,,,,,,,,,,,
984285,ACT,25,25,34,26,28,,,,,
984295,ACT,24,28,24,24,25,,,,,
984399,ACT,34,29,35,34,33,,,,,
984498,,,,,,,,,,,
984577,ACT,24,23,23,23,23,,,,,
984663,ACT,24,26,28,25,24,,,,,
984951,ACT,24,31,20,26,25,,,,,
984975,,,,,,,,,,,
985098,,,,,,,,,,,
985459,ACT,23,24,24,26,24,,,,,
985462,ACT,28,29,26,26,26,,,,,
985559,ACT,28,33,25,29,29,,,,,
986093,ACT,32,32,35,25,31,,,,,
986384,ACT,32,29,34,33,30,,,,,
986490,,,,,,,,,,,
986901,,,,,,,,,,,
987277,,,,,,,,,,,
987614,,,,,,,,,,,
988387,,,,,,,,,,,
988391,,,,,,,,,,,
988398,,,,,,,,,,,
988703,,,,,,,,,,,
988771,ACT,33,32,33,32,32,,SAT,690,690,640
988786,,,,,,,,,,,
989035,ACT,24,19,22,21,22,,,,,
989163,,,,,,,,,,,
989485,,,,,,,,,,,
989707,,,,,,,,SAT,440,540,570
989708,ACT,28,25,30,26,27,,,,,
989845,ACT,32,26,32,27,29,,,,,
990251,ACT,25,36,23,34,28,,,,,
990725,ACT,34,34,34,33,34,,,,,
990912,,,,,,,,,,,
991149,ACT,29,25,29,21,25,,,,,
991178,ACT,28,32,32,33,31,,,,,
991615,ACT,26,22,25,23,23,,,,,
991638,ACT,20,27,20,23,23,,,,,
992205,ACT,31,33,33,36,33,,,,,
992995,,,,,,,,,,,
993272,,,,,,,,,,,
993298,,,,,,,,,,,
993529,ACT,23,27,25,27,25,,,,,
993742,ACT,21,23,17,20,20,,,,,
994008,ACT,23,35,24,31,28,,,,,
994392,ACT,22,26,26,23,24,,SAT,440,530,550
995205,ACT,21,32,17,31,25,,,,,
995636,,,,,,,,,,,
996286,,,,,,,,,,,
996387,,,,,,,,,,,
996432,ACT,23,33,16,26,25,,,,,
996494,ACT,27,35,20,31,28,,,,,
996537,,,,,,,,,,,
996642,,,,,,,,,,,
996670,ACT,26,33,23,31,28,,,,,
997503,ACT,29,28,29,28,29,,,,,
997519,,,,,,,,,,,
998423,ACT,34,32,33,36,34,,,,,
999117,ACT,30,30,31,27,30,,,,,
999205,,,,,,,,,,,
999374,,,,,,,,,,,
999569,ACT,15,27,15,24,20,,,,,
999682,ACT,25,34,20,28,27,,,,,
999692,ACT,29,35,24,29,28,,,,,
999738,,,,,,,,,,,
999800,,,,,,,,,,,
999951,ACT,21,35,22,25,26,,,,,
999992,,,,,,,,,,,
000288,,,,,,,,,,,
000347,,,,,,,,,,,
003296,ACT,25,33,22,27,27,,,,,
003482,,,,,,,,,,,
003855,,,,,,,,,,,
004156,,,,,,,,,,,
004333,,,,,,,,,,,
004408,ACT,33,27,34,32,32,,,,,
004558,ACT,28,26,31,25,28,,,,,
004703,,,,,,,,,,,
004907,ACT,26,30,28,28,28,,,,,
004946,,,,,,,,,,,
004966,,,,,,,,,,,
005272,,,,,,,,,,,
005282,,,,,,,,,,,
005386,,,,,,,,SAT,520,600,510
005464,,,,,,,,,,,
005504,,,,,,,,,,,
005515,,,,,,,,,,,
005688,,,,,,,,,,,
005722,ACT,31,28,30,27,29,,,,,
005766,,,,,,,,,,,
005889,ACT,25,29,19,22,24,,,,,
005901,ACT,29,32,29,28,30,,,,,
005943,,,,,,,,,,,
005982,,,,,,,,,,,
006113,,,,,,,,,,,
006155,,,,,,,,,,,
006198,,,,,,,,,,,
006218,,,,,,,,,,,
006257,ACT,23,21,21,21,22,,,,,
006291,ACT,26,26,27,31,28,,,,,
006308,,,,,,,,,,,
006365,ACT,35,26,31,27,30,,SAT,630,580,600
006411,ACT,29,29,24,30,28,,,,,
006445,,,,,,,,,,,
006550,ACT,26,32,18,22,25,,,,,
006566,,,,,,,,SAT,540,650,520
006637,,,,,,,,,,,
007192,ACT,27,31,28,31,29,,,,,
007223,,,,,,,,,,,
007298,ACT,28,28,28,33,29,,,,,
007364,,,,,,,,SAT,650,770,700
007605,,,,,,,,,,,
007653,,,,,,,,,,,
007662,,,,,,,,,,,
007711,,,,,,,,,,,
007804,ACT,34,30,27,27,30,,,,,
008027,ACT,29,33,27,31,29,,,,,
008319,ACT,32,36,33,32,33,,,,,
008337,,,,,,,,SAT,470,750,500
008416,,,,,,,,,,,
008564,ACT,22,25,17,27,23,,,,,
008728,ACT,29,32,32,32,31,,,,,
008771,,,,,,,,,,,
008838,,,,,,,,,,,
009080,ACT,35,33,31,35,32,,,,,
009138,ACT,26,31,34,28,30,,,,,
009259,ACT,24,30,31,33,30,,,,,
009404,,,,,,,,,,,
009457,,,,,,,,,,,
009492,ACT,22,35,22,28,27,,,,,
010052,,,,,,,,,,,
010194,,,,,,,,,,,
010548,ACT,25,31,18,24,25,,,,,
011038,ACT,28,33,30,31,30,,,,,
011908,,,,,,,,,,,
011949,ACT,23,29,25,24,25,,SAT,490,600,470
012287,,,,,,,,,,,
012429,ACT,23,29,22,25,25,,,,,
012820,ACT,29,27,22,23,25,,SAT,580,590,560
013213,ACT,24,35,22,32,28,,,,,
013410,,,,,,,,,,,
013707,ACT,34,36,34,35,35,,,,,
015453,,,,,,,,,,,
015479,ACT,21,26,23,20,23,,,,,
015786,,,,,,,,SAT,720,670,600
015887,,,,,,,,SAT,560,690,650
016064,ACT,32,34,27,25,29,,,,,
016069,,,,,,,,,,,
016609,,,,,,,,,,,
016787,,,,,,,,SAT,540,500,570
016871,ACT,32,30,28,25,28,,,,,
016963,,,,,,,,,,,
017073,,,,,,,,,,,
017277,,,,,,,,,,,
017295,,,,,,,,,,,
017973,,,,,,,,,,,
018072,,,,,,,,,,,
018720,,,,,,,,,,,
018746,ACT,28,30,32,29,30,,,,,
021297,,,,,,,,,,,
021650,,,,,,,,,,,
021918,,,,,,,,,,,
022119,ACT,26,23,24,23,24,,,,,
022168,,,,,,,,,,,
022397,ACT,20,22,24,24,23,,,,,
022748,,,,,,,,,,,
022838,,,,,,,,,,,
023190,,,,,,,,SAT,480,450,330
023374,ACT,21,26,18,23,22,23,SAT,470,490,530
024956,ACT,21,24,28,21,23,,,,,
025130,,,,,,,,SAT,640,620,630
025654,ACT,25,32,30,25,28,,,,,
025667,,,,,,,,SAT,600,630,660
026379,,,,,,,,,,,
026933,,,,,,,,,,,
027375,ACT,24,27,30,26,27,,,,,
027382,ACT,24,26,31,26,27,,,,,
027395,,,,,,,,,,,
027487,ACT,31,31,29,29,30,,,,,
027608,ACT,34,36,35,36,35,,,,,
027611,,,,,,,,,,,
027830,,,,,,,,,,,
027939,,,,,,,,,,,
028008,,,,,,,,SAT,600,710,600
028076,,,,,,,,,,,
028216,,,,,,,,,,,
028279,ACT,23,28,27,25,26,,,,,
029182,ACT,30,28,35,36,32,,,,,
029186,ACT,21,25,19,21,22,,,,,
029288,,,,,,,,,,,
029327,,,,,,,,,,,
029351,ACT,26,25,25,24,25,,,,,
029363,ACT,34,35,36,30,34,,,,,
029477,ACT,30,27,35,31,31,,,,,
029703,,,,,,,,,,,
030131,ACT,32,35,36,34,34,,,,,
030499,,,,,,,,,,,
030502,,,,,,,,,,,
030772,ACT,35,30,33,36,34,,,,,
030806,ACT,26,34,31,30,29,,,,,
030985,,,,,,,,,,,
031022,ACT,15,25,20,23,21,,,,,
031084,,,,,,,,,,,
031212,ACT,20,21,21,21,21,19,,,,
031214,,,,,,,,,,,
031355,ACT,22,26,27,25,25,,,,,
031584,,,,,,,,,,,
031645,,,,,,,,,,,
031648,ACT,26,25,27,27,26,,,,,
031676,,,,,,,,,,,
031677,ACT,34,33,34,35,33,,,,,
031735,,,,,,,,,,,
031838,,,,,,,,,,,
031845,,,,,,,,,,,
032303,ACT,34,29,36,29,31,,,,,
032306,,,,,,,,,,,
032307,,,,,,,,,,,
032310,,,,,,,,,,,
032368,ACT,31,27,31,24,28,,,,,
032396,,,,,,,,,,,
032451,,,,,,,,,,,
032791,ACT,25,33,25,36,30,,,,,
032936,ACT,22,28,33,30,28,,,,,
033269,,,,,,,,,,,
033329,ACT,36,31,36,36,34,,,,,
033335,,,,,,,,,,,
033347,,,,,,,,,,,
033355,,,,,,,,,,,
033514,,,,,,,,,,,
033519,ACT,21,31,22,23,24,,,,,
033534,,,,,,,,,,,
033547,,,,,,,,,,,
033552,,,,,,,,,,,
