Key,INSTITUTION_TYPE_DESC,INSTITUTION,INSTITUTION_DESC,MathGPA,MathYrTaken,PhysicsGPA,PhysicsYrTaken,CoreGPA,SCHOOL_GPA,SECONDARY_SCHOOL_GRAD_DATE
040659,High School,150335,Brownsburg High School,3.9,3,,,3.75,3.78,5/1/18
040673,High School,150445,Carmel High School,3.65,3,,,3.18,3.39,5/1/18
040679,High School,142834,McHenry Community Hs East,2.83,3,,,3.36,4.00,5/1/18
040705,High School,151390,Center Grove High School,2.31,3,,,2.86,3.08,5/1/18
040727,High School,152470,Burris Laboratory School,3.97,5,,,3.94,4.00,5/1/18
040739,High School,153300,Owen Valley High School,,,,,,4.00,5/1/18
040739,High School,420405,Eureka High School,,,,,,,
040751,High School,152010,Lawrenceburg High School,4,5,,,4,4.00,6/1/18
040753,High School,141810,Elmwood High School,4,4,,,3.79,3.79,5/1/18
040771,High School,150910,Concord High School,,,,,,3.81,6/1/18
040780,High School,151915,Harrison High School,4,4,,,4,4.00,6/1/18
040781,High School,152505,New Albany High School,3.1,5,,,3.38,4.00,6/1/18
040790,High School,442065,Dripping Springs High School,3,4,,,3.42,3.48,6/1/18
040790,High School,UNKHSC,Unknown High School,,,,,,,
040804,High School,050711,Silver Valley High School,,,,,,,
040804,High School,160385,Bettendorf High School,3.14,2.5,,,3.39,3.50,1/1/18
040818,High School,153200,Shelbyville High School,4,4,,,3.97,3.98,5/1/18
040832,High School,150255,William W Borden High School,4,3,,,3.96,3.91,6/1/18
040842,High School,153475,Tipton High School,3.76,2,,,3.69,3.79,5/1/18
040846,High School,100957,Newsome High School,3.7,5,,,3.45,3.54,5/1/18
040867,High School,152010,Lawrenceburg High School,3.92,4,,,3.91,4.00,6/1/18
040868,High School,360185,Antwerp High School,,,,,,3.80,5/1/18
040869,High School,242650,Wayzata High School,2.96,2,,,3.46,3.58,6/1/18
040888,High School,HOME,Home School,3.43,3,,,3.73,3.16,5/1/18
040895,High School,151345,Greencastle High School,4,4,,,4,4.00,5/1/18
040904,High School,152347,Penn High School,,,,,,3.80,5/1/18
040909,High School,152560,New Palestine High School,3.5,3,,,3.72,3.79,5/1/18
040922,High School,143270,O Fallon Township High School,3.85,3,,,3.84,3.88,5/1/18
040941,High School,263000,Notre Dame High School,,,,,,4.00,5/1/18
040947,High School,152078,Heritage Hills High School,4,4,,,4,4.00,5/1/18
040967,High School,152347,Penn High School,3.83,3,,,3.72,3.82,6/1/18
040974,High School,150608,Columbus East High School,,,,,,3.16,5/1/18
040980,High School,151585,Carroll High School,3.27,3,,,3.34,3.55,5/1/18
040984,High School,153665,Franklin Central High School,,,,,,3.75,5/1/18
041004,High School,152615,Noblesville High School,3.83,3,,,3.91,3.93,6/1/18
041008,High School,153380,Oak Hill High School,,,,,,3.80,5/1/18
041040,High School,142320,Huntley High School,3.57,3,,,3.79,3.88,6/1/18
041041,High School,151660,Cathedral High School,3.57,3,,,3.66,3.78,5/1/18
041058,High School,150977,North High School,,,,,,3.42,5/1/18
041065,High School,262947,Cor Jesu Academy,3.5,3,,,3.69,3.77,5/1/18
041081,High School,150445,Carmel High School,3.45,3,,,3.51,3.66,5/1/18
041088,High School,152615,Noblesville High School,3.34,4,,,3.3,3.50,5/1/18
041092,High School,153590,South Ripley High School,4,4,,,4,3.99,5/1/18
041095,High School,143335,Marquette High School,4,3,,,4,4.00,5/1/18
041096,High School,310417,Eastern Regional High School,3.85,4,,,3.96,3.97,6/1/18
041110,High School,153665,Franklin Central High School,3.42,3,,,3.54,3.68,6/1/18
041113,High School,153255,James W Riley High School,3.7,4,,,3.83,3.84,6/1/18
041130,High School,152600,New Washington Middle Hs,,,,,,4.00,6/1/18
041158,High School,150685,Crown Point High School,4,4,,,3.99,3.99,6/1/18
041163,High School,150335,Brownsburg High School,3.67,3,,,3.65,3.74,6/1/18
041179,High School,500331,Waukesha Engineering Prep,,,,,,,
041179,High School,502390,Waukesha South High School,3.1,5,,,3.31,3.92,6/1/18
041182,High School,151765,Warren Central High School,3.91,4,,,3.92,3.95,6/1/18
041184,High School,UNKHSC,Unknown High School,,,,,,,
041190,High School,150500,Chesterton High School,3.27,3,,,3.6,3.71,5/1/18
041199,High School,310566,Holmdel High School,,,,,,3.34,6/1/18
041229,High School,151765,Warren Central High School,,,,,,4.00,5/1/18
041264,High School,152615,Noblesville High School,3.29,4,,,3.25,3.47,5/1/18
041267,High School,152515,Castle High School,3.22,3,,,3.31,3.55,5/1/18
041271,High School,152078,Heritage Hills High School,3.96,4,,,3.96,4.00,5/1/18
041274,High School,152489,Munster High School,3.3,3.5,,,3.48,3.52,5/1/18
041275,High School,152745,Paoli Junior Senior High Schl,3.04,4,,,3.31,3.42,5/1/18
041290,High School,150995,Triton Central High School,3.96,4,,,3.96,3.97,5/1/18
041297,High School,150445,Carmel High School,3.94,5,,,3.95,3.96,6/1/18
041300,High School,152510,Pike High School,3.97,5,,,3.93,4.00,5/1/18
041303,High School,151906,Central Catholic Junior-Senior,3.64,3.5,,,3.6,3.67,6/1/18
041311,High School,153565,Valparaiso High School,3.39,4,,,3.56,3.63,6/1/18
041411,High School,150977,North High School,3.5,4,,,3.78,3.85,5/1/18
041431,High School,445578,John Paul II High School,3.8,3,,,3.9,4.00,5/1/18
041469,High School,153690,Warsaw Community High School,3.14,5,,,3.48,3.59,6/1/21
041469,High School,UNKHSC,Unknown High School,,,,,,,
041706,High School,150075,Hamilton Heights High School,4,3,,,3.78,3.82,6/1/18
041719,High School,152347,Penn High School,3.12,3,,,3.3,3.71,5/1/18
041720,High School,153735,Westfield High School,3.95,3,,,3.84,3.89,5/1/18
041722,High School,152115,Lowell High School,3.95,3,,,3.87,3.87,6/1/18
041726,High School,151790,Jasper High School,3.8,4,,,3.94,3.60,5/1/18
041730,High School,151045,Hamilton Southeastern Hs,3.74,4,,,3.84,4.00,6/1/18
041734,High School,140177,Illinois Math & Science Acad,2.9,3,,,3.18,3.36,6/1/18
041734,High School,140627,Chicago Academy For Arts,,,,,,,
041896,High School,152560,New Palestine High School,3.94,5,,,3.86,4.00,5/1/18
041912,High School,150600,Columbia City High School,3.76,4,,,3.78,3.88,6/1/18
041932,High School,151083,Bishop Luers High School,3.72,3,,,3.76,3.82,5/1/19
041943,High School,150600,Columbia City High School,3.96,4,,,3.97,3.98,6/1/18
041944,High School,151103,Homestead High School,3.09,5,,,3.12,3.19,6/1/19
041955,High School,151955,Lakeland High School,3.95,3,,,3.83,3.84,6/1/19
042001,High School,152615,Noblesville High School,3.73,3,,,3.27,3.48,6/1/18
042016,High School,153112,Lake Central High School,3.41,4,,,3.55,3.55,6/1/18
042025,High School,153665,Franklin Central High School,3.76,4,,,3.79,3.96,5/1/18
042026,High School,151915,Harrison High School,3.5,4,,,3.88,3.90,6/1/18
042119,High School,151662,Covenant Christian High School,2.66,4,,,3.05,3.23,5/1/18
042120,High School,152515,Castle High School,3.39,4,,,3.42,3.56,5/1/18
042140,High School,152515,Castle High School,3.39,4,,,3.06,3.38,5/1/18
042167,High School,151175,Franklin Community High School,3.43,5,,,3.73,3.79,5/1/18
042174,High School,152347,Penn High School,,,,,,4.00,5/1/18
042184,High School,140205,Barrington Community High Schl,3.68,3,,,3.71,3.82,6/1/18
042192,High School,152515,Castle High School,3.39,4,,,3.64,3.70,5/1/18
042204,High School,153795,Whiteland Community Hs,,,,,,3.91,5/1/18
042224,High School,151753,Lighthouse Prep-Indianapolis,3.97,5,,,3.99,3.99,6/1/18
042225,High School,151084,Blackhawk Christian Hs,3.91,3.5,,,3.89,3.93,6/1/18
042232,High School,442963,Carroll Senior High School,3.7,4,,,3.68,3.93,6/1/18
042247,High School,142990,Morris Community High School,3.96,4,,,3.91,3.91,5/1/18
042277,High School,141805,York Community High School,3.4,5,,,3.73,3.79,5/1/18
042280,High School,152510,Pike High School,4,1.5,,,4,4.00,5/1/18
042366,High School,152347,Penn High School,3.62,3,,,3.83,3.87,5/1/18
042369,High School,231330,Edwardsburg High School,2.83,3,,,3.34,3.49,6/1/18
042375,High School,142524,Lakes Community High School,4,3,,,3.99,3.99,5/1/18
042377,High School,152615,Noblesville High School,3.84,4,,,3.9,3.92,6/1/18
042384,High School,140454,Central High School,3.57,3,,,3.58,3.64,5/1/18
042384,High School,141774,Westminster Christian School,,,,,,,
042388,High School,150335,Brownsburg High School,4,5,,,4,4.00,6/1/18
042391,High School,152785,Pendleton Heights High School,3.84,4,,,3.89,4.00,6/1/18
042396,High School,153065,Rossville Middle Hs,4,4,,,3.99,4.00,6/1/18
042405,High School,140212,Batavia High School,,,,,,4.00,5/1/18
042409,High School,152078,Heritage Hills High School,3.62,4,,,3.76,4.00,5/1/18
042415,High School,153735,Westfield High School,,,,,,4.00,5/1/18
042417,High School,151647,Avon High School,3.46,4,,,3.23,3.41,5/1/18
042419,High School,150500,Chesterton High School,,,,,,4.00,6/1/18
042434,High School,151771,Achieve Virtual Education Acd,,,,,,,
042434,High School,153565,Valparaiso High School,3.84,5,,,3.86,3.28,6/1/18
042443,High School,152032,Western Boone Jr-Sr Hs,3,4,,,3.26,3.47,5/1/18
042444,High School,152347,Penn High School,,,,,,4.00,5/1/18
042450,High School,152288,Michigan City High School,3.83,3,,,3.84,3.84,6/1/20
042573,High School,150915,Elkhart Central High School,,,,,,4.00,6/1/18
042580,High School,151205,Springs Valley High School,4,3,,,3.94,3.96,5/1/18
042587,High School,153735,Westfield High School,,,,,,3.72,5/1/18
042603,High School,151075,Gibson Southern Hs,3.96,4,,,3.94,3.95,5/1/18
042613,High School,152735,Benton Central Senior Hs,3.25,4,,,3.26,3.43,5/1/18
042620,High School,153590,South Ripley High School,3.39,4,,,3.6,3.70,5/1/18
042694,High School,153393,Wawasee High School,4,5.5,,,4,4.00,5/1/20
042758,High School,153735,Westfield High School,,,,,,,5/1/18
042759,High School,140187,Metea Valley High School,4,3,,,3.9,3.93,5/1/18
042773,High School,152705,Jac-Cen-del Senior High School,4,3,,,3.99,3.99,6/1/18
042784,High School,150335,Brownsburg High School,3.71,4,,,3.77,3.74,6/1/18
042795,High School,053864,West Ranch High School,3.74,2.5,,,3.73,3.84,5/1/18
042799,High School,152480,Delta High School,3.91,4,,,3.89,3.88,6/1/18
042819,High School,150988,Southern Indiana Career & Tech,,,,,,,
042819,High School,152140,Tecumseh Junior Senior Hs,3.45,4,,,3.64,3.74,5/1/18
042819,High School,UNKHSC,Unknown High School,,,,,,,
042828,High School,152645,Tri West Hendricks High School,3.97,4.5,,,3.96,3.97,5/1/18
042830,High School,151390,Center Grove High School,3.89,4,,,3.84,3.89,6/1/18
042883,High School,153690,Warsaw Community High School,3.42,4,,,3.64,3.74,6/1/18
042945,High School,152615,Noblesville High School,3.28,3,,,3.36,3.73,6/1/18
042961,High School,150415,Lincoln High School,3.42,3,,,3.51,3.67,6/1/18
042976,High School,153380,Oak Hill High School,3.95,3,,,3.94,3.96,6/1/18
043034,High School,152115,Lowell High School,3.75,3,,,3.57,3.60,6/1/18
043042,High School,153665,Franklin Central High School,2.95,4,,,3.17,3.35,5/1/19
043044,High School,360957,Cincinnati Hills Chrstn Acad,4,5,,,3.97,3.98,5/1/18
043059,High School,141805,York Community High School,3.67,3,,,3.64,3.74,5/1/18
043061,High School,152115,Lowell High School,3.7,3,,,3.67,4.00,6/1/18
043062,High School,263197,Rockwood Summit High School,3.31,5,,,3.51,4.00,5/1/18
043065,High School,150955,Central High School,3.88,4,,,3.93,3.93,5/1/18
043065,High School,150988,Southern Indiana Career & Tech,,,,,,,
043065,High School,UNKHSC,Unknown High School,,,,,,,
043068,High School,151350,Greenfield Central High School,,,,,,4.00,6/1/18
043072,High School,151416,East Central High School,3.62,4,,,3.46,3.55,6/1/18
043188,High School,150335,Brownsburg High School,3.28,3,,,3.64,3.89,6/1/18
043193,High School,151045,Hamilton Southeastern Hs,3.94,5,,,3.93,3.95,6/1/18
043204,High School,153795,Whiteland Community Hs,3.48,3,,,3.82,3.87,6/1/18
043213,High School,152347,Penn High School,3.78,4,,,3.81,3.87,5/1/18
043215,High School,430168,Ravenwood High School,4,5,,,3.89,3.92,5/1/18
043219,High School,151041,Fishers High School,,,,,,4.00,6/1/18
043229,High School,151795,Jeffersonville High School,4,4,,,4,4.00,6/1/18
043249,High School,150665,Crawfordsville High School,3.92,4,,,3.98,4.00,6/1/18
043255,High School,152560,New Palestine High School,3.84,5,,,3.94,4.00,5/1/18
043302,High School,151150,Frankfort Senior High School,4,4,,,4,4.00,5/1/18
043317,High School,153735,Westfield High School,3.24,4.5,,,3.48,3.55,5/1/18
043319,High School,151045,Hamilton Southeastern Hs,3.5,4,,,3.66,3.72,5/1/18
043334,High School,150335,Brownsburg High School,3.18,4,,,3.22,3.38,5/1/18
043341,High School,150685,Crown Point High School,2.84,4,,,3.39,3.48,6/1/18
043365,High School,151390,Center Grove High School,3.08,5.5,,,3.32,3.39,6/1/18
043411,High School,151390,Center Grove High School,3.62,4,,,3.56,3.62,6/1/18
043420,High School,152343,Marian High School,,,,,,3.92,6/1/18
043422,High School,242035,Prior Lake High School,3.14,2.5,,,3.59,3.69,6/1/18
043428,High School,151103,Homestead High School,2.3,3,,,2.38,2.97,5/1/18
043438,High School,150335,Brownsburg High School,3.62,4,,,3.48,3.57,6/1/18
043439,High School,152510,Pike High School,3.03,5,,,3.02,3.02,6/1/18
043463,High School,152480,Delta High School,,,,,,2.92,6/1/18
043479,High School,150165,Bedford-North Lawrence Hs,3.17,3,,,3.36,3.52,5/1/18
043521,High School,150600,Columbia City High School,3.94,5,,,3.96,3.97,5/1/18
043523,High School,153690,Warsaw Community High School,3.21,5,,,3.52,3.58,6/1/19
043528,High School,153690,Warsaw Community High School,3.38,4,,,3.69,3.79,6/1/19
043600,High School,151041,Fishers High School,3.87,5,,,3.83,4.00,6/1/18
043606,High School,143795,Saint Charles East High School,3.67,3,,,3.73,3.79,6/1/18
043643,High School,151045,Hamilton Southeastern Hs,3.29,4,,,3.55,3.61,6/1/18
043647,High School,365647,Thomas Worthington High School,3.01,5,,,3.4,3.48,5/1/18
043830,High School,150145,Batesville High School,4,4,,,3.94,3.94,5/1/18
043833,High School,152613,Blessed Theodore Guerin Hs,3.2,4,,,3.11,3.20,6/1/18
043836,High School,151651,Roncalli High School,3.95,3,,,3.97,3.97,5/1/18
043866,High School,142020,Geneva Community High School,3.83,3,,,3.88,3.91,5/1/18
043875,High School,152489,Munster High School,3.42,4,,,3.47,3.55,6/1/18
043899,High School,150215,Bloomington High School South,3.65,6,,,3.5,3.64,5/1/18
043900,High School,153665,Franklin Central High School,3.56,4,,,3.71,3.79,5/1/18
044014,High School,152100,Lewis Cass Junior Senior Hs,4,4,,,3.94,3.95,6/1/18
044015,High School,150445,Carmel High School,3.48,4,,,3.6,3.70,5/1/18
044025,High School,151651,Roncalli High School,3.72,3,,,3.37,3.55,5/1/18
044026,High School,334620,Arlington High School,2.9,4,,,3.39,3.59,6/1/18
044033,High School,150500,Chesterton High School,3.07,3,,,3.07,3.16,6/1/18
044042,High School,152615,Noblesville High School,3.85,3,,,3.31,3.45,6/1/18
044060,High School,153200,Shelbyville High School,4,5,,,3.94,3.96,5/1/18
044061,High School,150608,Columbus East High School,3.5,6,,,3.72,3.78,5/1/18
044066,High School,152475,Muncie Central High School,4,4,,,3.77,3.85,6/1/18
044101,High School,441825,Ursuline Academy,3.14,4,,,3.17,3.44,5/1/18
044107,High School,210755,Middletown High School,,,,,,3.85,5/30/18
044122,High School,442602,Dr Justin Wakeland Hs,,,,,,3.54,6/2/18
044123,High School,152100,Lewis Cass Junior Senior Hs,,,,,,4.00,6/3/18
044199,High School,142620,Libertyville High School,3.2,4,,,3.44,3.56,5/1/18
044208,High School,153600,Jean Frances Rivet High School,4,4,,,4,4.00,5/1/18
044217,High School,151370,South Decatur High School,4,4,,,3.86,3.91,5/1/18
044220,High School,151712,Lawrence North High School,3.13,5,,,3.26,3.47,6/1/18
044256,High School,310272,Randolph High School,3.82,3,,,3.72,3.79,6/1/18
044265,High School,501004,Harborside Academy,4,3,,,3.97,3.99,5/1/18
044271,High School,151420,Hagerstown Junior-Senior Hs,3.88,4,,,3.96,3.96,5/1/18
044271,High School,152355,Union High School,,,,,,,
044272,High School,143228,Harold L Richards High School,3.83,3,,,3.97,3.98,5/1/18
044284,High School,151651,Roncalli High School,2.88,3,,,3.65,3.72,5/1/18
044290,High School,150335,Brownsburg High School,3.96,4,,,3.85,3.86,6/1/18
044291,High School,144386,Wheaton North High School,3.5,3,,,3.53,3.62,5/1/18
044293,High School,150250,Boonville High School,4,4,,,4,4.00,5/1/18
044294,High School,500300,Burlington High School,3.83,3,,,3.86,3.90,6/1/18
044302,High School,151651,Roncalli High School,3.58,4,,,3.71,3.78,5/1/18
044315,High School,UNKHSC,Unknown High School,,,,,,,3/1/17
044385,High School,153735,Westfield High School,2.98,3,,,3.22,3.49,5/1/18
044402,High School,501075,Lake Mills High School,4,3,,,4,4.00,6/1/18
044413,High School,151041,Fishers High School,3.62,4,,,3.62,3.92,6/1/18
044416,High School,311579,West Essex Senior High School,3.43,3,,,3.77,3.84,6/1/18
044440,High School,230330,Detroit Country Day School,3.57,3,,,3.64,3.76,6/1/18
044444,High School,151910,Jefferson High School,4,4,,,3.87,3.88,5/1/18
044476,High School,143106,Naperville North High School,4,3,,,3.79,3.83,5/1/18
044478,High School,152515,Castle High School,3.44,4,,,3.81,3.86,5/1/18
044487,High School,231900,Hartland High School,3.75,4,,,3.94,3.95,6/1/18
044495,High School,151045,Hamilton Southeastern Hs,3.78,5,,,3.78,3.84,5/1/18
044504,High School,151765,Warren Central High School,,,,,,3.99,6/1/18
044505,High School,152032,Western Boone Jr-Sr Hs,,,,,,3.66,5/1/18
044506,High School,501007,Saint Joseph Catholic Academy,3.73,3,,,3.85,3.89,6/1/18
044517,High School,151041,Fishers High School,3.55,3,,,3.66,4.00,6/1/18
044526,High School,151390,Center Grove High School,3.76,4,,,3.72,3.77,6/1/18
044533,High School,150335,Brownsburg High School,3.83,6,,,3.91,4.00,6/1/18
044552,High School,150445,Carmel High School,3.88,4,,,3.9,3.93,6/1/18
044637,High School,151105,North Side High School,4,3.5,,,3.76,3.81,6/1/19
044648,High School,153690,Warsaw Community High School,,,,,,3.99,6/1/18
044652,High School,152255,Tippecanoe Valley High School,3.97,5,,,3.89,3.91,6/1/18
044690,High School,150565,South Vermillion High School,,,,,,3.78,5/1/18
044712,High School,150203,Eastern Greene High School,3.94,5,,,3.95,3.96,5/1/18
044716,High School,153900,Zionsville Community Hs,3.62,3,,,3.63,3.66,5/1/18
044721,High School,151936,McCutcheon High School,3.62,4,,,3.87,3.88,6/1/18
044722,High School,143105,Naperville Central High School,3.35,3,,,3.68,3.76,5/1/18
044726,High School,391036,Downington Stem Academy,4,3,,,3.52,3.60,6/1/18
044727,High School,153085,Rushville Consolidated Hs,1.94,3.5,,,2.64,2.88,6/1/18
