PUID_SIX,High_School,High_School_Name,High_School_Grad_Date,High_School_Graduation_Year,High_School_GPA,SUBJECT,SUBJECT_DESC,YEARS_TAKEN,GRADE,GPA
129413,151990,La Porte High School,"May 1, 2020",2020,3.99,MATH,Academic Math TOTAL,4,,3.96
129690,150225,Bluffton High School,"May 1, 2020",2020,3.86,MATH,Academic Math TOTAL,2.5,,3.87
129700,153565,Valparaiso High School,"June 1, 2020",2020,3.62,MATH,Academic Math TOTAL,3,,3.73
129703,153565,Valparaiso High School,"May 1, 2020",2020,3.9,MATH,Academic Math TOTAL,4,,3.78
131077,153112,Lake Central High School,"May 1, 2019",2019,2.9,MATH,Academic Math TOTAL,3,,2.83
131210,151082,Bishop Dwenger High School,"May 1, 2019",2019,3.16,MATH,Academic Math TOTAL,3,,3.28
131381,152520,New Prairie High School,"June 1, 2019",2019,3.9,MATH,Academic Math TOTAL,4,,4.00
131384,051300,Bentley School,"June 1, 2019",2019,3.44,MATH,Academic Math TOTAL,3,,3.17
131460,151045,Hamilton Southeastern Hs,"June 1, 2019",2019,3.97,MATH,Academic Math TOTAL,4,,3.96
131539,152115,Lowell High School,"June 1, 2019",2019,3.85,MATH,Academic Math TOTAL,3,,3.95
131553,152455,Blue River Valley Jr-Sr Hs,"June 1, 2019",2019,4,MATH,Academic Math TOTAL,3,,3.62
131648,151651,Roncalli High School,"May 1, 2019",2019,3.82,MATH,Academic Math TOTAL,4,,3.41
131652,150977,North High School,"May 1, 2019",2019,4,MATH,Academic Math TOTAL,3,,4.00
131673,HOME,Home School,"May 1, 2019",2019,3.98,MATH,Academic Math TOTAL,4,,3.92
131689,151654,Bishop Chatard High School,"May 1, 2019",2019,3.53,MATH,Academic Math TOTAL,4,,3.36
131755,154444,Illiana Christian High School,"June 1, 2019",2019,3.77,,,,,
131803,151712,Lawrence North High School,"June 1, 2019",2019,3.83,,,,,
131922,152735,Benton Central Senior Hs,"May 1, 2019",2019,3.97,MATH,Academic Math TOTAL,4,,3.92
131923,152852,Plainfield High School,"May 1, 2019",2019,3.88,MATH,Academic Math TOTAL,4,,3.01
131967,150608,Columbus East High School,"May 1, 2019",2019,2.99,MATH,Academic Math TOTAL,4,,3.30
132076,150215,Bloomington High School South,"June 1, 2019",2019,4,MATH,Academic Math TOTAL,6,,4.00
132078,150795,Delphi Community High School,"August 1, 2019",2019,3.23,MATH,Academic Math TOTAL,3,,3.12
132125,151165,Clinton Prairie High School,"June 1, 2019",2019,4,MATH,Academic Math TOTAL,4,,4.00
132155,392915,Shenango High School,"June 1, 2019",2019,3.2,MATH,Academic Math TOTAL,4,,3.28
132268,151045,Hamilton Southeastern Hs,"June 1, 2019",2019,4,MATH,Academic Math TOTAL,4,,4.00
132332,140205,Barrington Community High Schl,"May 1, 2019",2019,3.62,MATH,Academic Math TOTAL,3.5,,3.81
132396,152615,Noblesville High School,"December 1, 2018",2018,3.64,MATH,Academic Math TOTAL,4,,2.71
132399,150315,Frontier Junior-Senior Hs,"May 1, 2019",2019,3.86,MATH,Academic Math TOTAL,3,,3.88
132424,152520,New Prairie High School,"June 1, 2019",2019,3.86,MATH,Academic Math TOTAL,3,,3.62
132490,152613,Blessed Theodore Guerin Hs,"May 1, 2019",2019,3.62,MATH,Academic Math TOTAL,3,,3.55
132536,150445,Carmel High School,"May 1, 2019",2019,3.65,MATH,Academic Math TOTAL,3,,3.40
132589,153842,Winamac Community High School,"May 1, 2018",2018,3.87,MATH,Academic Math TOTAL,4,,3.84
132666,153205,Sheridan High School,"June 1, 2019",2019,3.72,MATH,Academic Math TOTAL,4,,3.89
132668,150977,North High School,"May 1, 2019",2019,3.7,MATH,Academic Math TOTAL,3.5,,3.71
132699,153900,Zionsville Community Hs,"June 1, 2019",2019,3.39,MATH,Academic Math TOTAL,4,,3.26
132706,150555,Cascade High School,"May 1, 2019",2019,3.78,MATH,Academic Math TOTAL,4,,3.54
132785,151647,Avon High School,"May 1, 2019",2019,3.44,MATH,Academic Math TOTAL,3.5,,3.53
132789,152560,New Palestine High School,"May 1, 2019",2019,3.8,MATH,Academic Math TOTAL,3,,3.78
132829,141735,Edwardsville Senior Hs,"May 1, 2019",2019,4,MATH,Academic Math TOTAL,3,,3.00
132838,150668,North Montgomery High School,"May 1, 2019",2019,3.79,,,,,
132849,153177,Trinity Lutheran High School,"May 1, 2019",2019,3.71,MATH,Academic Math TOTAL,3,,3.52
132862,140187,Metea Valley High School,"May 1, 2019",2019,3.61,MATH,Academic Math TOTAL,4,,3.59
132946,152025,Lebanon High School,"May 1, 2019",2019,3.45,MATH,Academic Math TOTAL,3,,3.50
132958,500800,Notre Dame Academy,"May 1, 2019",2019,3.6,MATH,Academic Math TOTAL,3,,3.38
132974,151045,Hamilton Southeastern Hs,"June 1, 2019",2019,3.87,MATH,Academic Math TOTAL,4,,3.76
132981,151669,Herron High School,"May 1, 2019",2019,4,,,,,
132995,151175,Franklin Community High School,"June 1, 2019",2019,3.05,MATH,Academic Math TOTAL,2,,3.08
133029,153735,Westfield High School,"May 1, 2019",2019,3.57,MATH,Academic Math TOTAL,3,,3.50
133084,151045,Hamilton Southeastern Hs,"May 1, 2019",2019,3.6,MATH,Academic Math TOTAL,2.5,,3.34
133220,152613,Blessed Theodore Guerin Hs,"May 1, 2019",2019,3.45,MATH,Academic Math TOTAL,4,,3.60
133240,153665,Franklin Central High School,"May 1, 2019",2019,4,MATH,Academic Math TOTAL,5,,4.00
133283,112842,Community Christian School,"May 1, 2019",2019,3.76,MATH,Academic Math TOTAL,2,,3.92
133285,153085,Rushville Consolidated Hs,"June 1, 2019",2019,3.77,MATH,Academic Math TOTAL,4,,3.96
133317,UNKHSC,Unknown High School,"June 1, 2017",2017,3.6,,,,,
133361,363282,Perry High School,"May 1, 2019",2019,3.61,MATH,Academic Math TOTAL,5,,3.30
133381,152705,Jac-Cen-del Senior High School,"June 1, 2019",2019,3.47,MATH,Academic Math TOTAL,3,,3.15
133567,151045,Hamilton Southeastern Hs,"May 1, 2019",2019,3.55,MATH,Academic Math TOTAL,3,,3.62
133572,153265,Saint Joseph High School,"May 1, 2019",2019,3.86,MATH,Academic Math TOTAL,3,,3.52
133830,153070,Pioneer Junior-Senior Hs,"May 1, 2019",2019,3.1,MATH,Academic Math TOTAL,5.5,,2.77
134023,141645,Dunlap High School,"May 1, 2019",2019,3.74,MATH,Academic Math TOTAL,3,,3.47
134076,151651,Roncalli High School,"May 1, 2019",2019,3.63,MATH,Academic Math TOTAL,3,,3.43
134215,152470,Burris Laboratory School,"May 1, 2019",2019,4,MATH,Academic Math TOTAL,5,,4.00
134280,151688,Heritage Christian School,"May 1, 2019",2019,3.5,MATH,Academic Math TOTAL,3,,3.33
134283,153745,West Lafayette Jr-Sr Hs,"May 1, 2019",2019,3.73,MATH,Academic Math TOTAL,2,,3.25
134404,150540,Our Lady Of Providence Hs,"May 1, 2019",2019,3.96,MATH,Academic Math TOTAL,3,,3.67
134413,150165,Bedford-North Lawrence Hs,"May 1, 2019",2019,3.88,MATH,Academic Math TOTAL,4,,3.80
134423,151910,Jefferson High School,"June 1, 2019",2019,3.96,,,,,
134448,151647,Avon High School,"May 1, 2019",2019,3.57,MATH,Academic Math TOTAL,4,,3.36
134458,232135,Lumen Christi High School,"May 1, 2019",2019,3.81,,,,,
134576,151662,Covenant Christian High School,"June 1, 2019",2019,3.8,MATH,Academic Math TOTAL,3,,3.62
134707,152365,North White Jr Sr High School,"May 1, 2019",2019,3.17,MATH,Academic Math TOTAL,4,,2.75
134791,152600,New Washington Middle Hs,"May 1, 2019",2019,3.94,MATH,Academic Math TOTAL,5,,4.00
134962,150335,Brownsburg High School,"May 1, 2019",2019,3.28,MATH,Academic Math TOTAL,3,,3.55
135016,153745,West Lafayette Jr-Sr Hs,"May 1, 2019",2019,3.05,MATH,Academic Math TOTAL,3,,2.33
135227,151662,Covenant Christian High School,"May 1, 2019",2019,3.51,MATH,Academic Math TOTAL,3,,3.00
135545,142545,Illiana Christian High School,"June 1, 2019",2019,3.04,,,,,
135570,310140,Bordentown Regional H. S.,"June 1, 2019",2019,3.51,MATH,Academic Math TOTAL,2,,3.18
135789,150380,Maconaquah High School,"June 1, 2019",2019,4,MATH,Academic Math TOTAL,4,,3.89
135808,153380,Oak Hill High School,"May 1, 2019",2019,3.92,MATH,Academic Math TOTAL,4,,3.89
135834,142852,Lake Park Hs-District 108,"June 1, 2019",2019,3.7,MATH,Academic Math TOTAL,4,,3.88
135843,151180,Frankton High School,"June 1, 2019",2019,3,,,,,
135846,152032,Western Boone Jr-Sr Hs,"May 1, 2019",2019,3.93,MATH,Academic Math TOTAL,4,,3.96
135852,153735,Westfield High School,"May 1, 2019",2019,3.28,MATH,Academic Math TOTAL,3,,2.83
135860,151175,Franklin Community High School,"June 1, 2019",2019,3.77,MATH,Academic Math TOTAL,5,,3.57
135887,151395,Greenwood Community Hs,"May 1, 2019",2019,3.49,MATH,Academic Math TOTAL,3,,3.38
135913,153070,Pioneer Junior-Senior Hs,"June 1, 2019",2019,2.57,MATH,Academic Math TOTAL,3,,2.23
135916,151915,Harrison High School,"June 1, 2019",2019,3.91,MATH,Academic Math TOTAL,4,,3.75
135938,150335,Brownsburg High School,"May 1, 2019",2019,3.69,MATH,Academic Math TOTAL,4,,3.64
136000,151660,Cathedral High School,"May 1, 2019",2019,3.69,MATH,Academic Math TOTAL,3,,3.17
136017,153175,Seymour High School,"May 1, 2019",2019,3.59,MATH,Academic Math TOTAL,3,,3.57
136169,UNKHSC,Unknown High School,"May 1, 2018",2018,3.62,,,,,
136217,159998,GED Out-of State,"June 30, 2018",2018,,,,,,
136241,153745,West Lafayette Jr-Sr Hs,"December 1, 2018",2018,2.5,MATH,Academic Math TOTAL,2.5,,1.34
136296,151658,Cardinal Ritter High School,"May 1, 2019",2019,3.25,MATH,Academic Math TOTAL,3,,2.57
136418,150445,Carmel High School,"May 1, 2019",2019,3.28,MATH,Academic Math TOTAL,3,,3.22
136454,143097,Mundelein High School,"May 1, 2019",2019,4,MATH,Academic Math TOTAL,2.5,,4.00
136494,150445,Carmel High School,"May 1, 2019",2019,3.58,MATH,Academic Math TOTAL,2,,3.25
136520,150335,Brownsburg High School,"June 1, 2019",2019,4,MATH,Academic Math TOTAL,3,,4.00
136558,150610,Columbus North High School,"June 1, 2019",2019,3.95,MATH,Academic Math TOTAL,3,,3.85
136767,153530,South Central Hs,"June 1, 2019",2019,3.48,MATH,Academic Math TOTAL,3,,3.07
136827,150410,Eastside Junior-Senior Hs,"May 1, 2019",2019,3.55,MATH,Academic Math TOTAL,3,,3.78
136890,233040,Notre Dame Preparatory,"May 1, 2019",2019,3.79,MATH,Academic Math TOTAL,3,,3.72
137079,360285,Avon Lake High School,"June 1, 2019",2019,4,MATH,Academic Math TOTAL,4,,3.17
137329,152400,Twin Lakes High School,"June 1, 2019",2019,3.67,MATH,Academic Math TOTAL,4,,3.79
137351,365076,Dublin Jerome High School,"March 1, 2019",2019,3.18,MATH,Academic Math TOTAL,3,,2.78
137378,151416,East Central High School,"June 1, 2019",2019,3.95,MATH,Academic Math TOTAL,4,,3.88
137418,365300,Global Impact Stem Academy,"May 1, 2019",2019,4,MATH,Academic Math TOTAL,3,,4.00
137486,150335,Brownsburg High School,"May 1, 2019",2019,3.26,MATH,Academic Math TOTAL,3,,2.90
137651,151684,Indiana Connections Academy,"May 1, 2019",2019,4,MATH,Academic Math TOTAL,6,,4.00
137659,151717,North Central High School,"May 1, 2014",2014,4,,,,,
137741,150215,Bloomington High School South,"June 1, 2019",2019,3.89,MATH,Academic Math TOTAL,4.5,,3.97
137759,150060,Angola High School,"June 1, 2019",2019,3.16,MATH,Academic Math TOTAL,4.5,,3.26
137768,151647,Avon High School,"May 1, 2019",2019,3.88,,,,,
137965,120076,Moanalua High School,"May 1, 2019",2019,4,MATH,Academic Math TOTAL,4,,4.00
137994,151082,Bishop Dwenger High School,"May 1, 2019",2019,3.8,MATH,Academic Math TOTAL,3,,3.50
138079,142590,Lemont Township High School,"May 1, 2019",2019,3.75,,,,,
138135,152170,Madison Consolidated Hs,"June 1, 2019",2019,3.65,MATH,Academic Math TOTAL,3,,3.57
138141,153065,Rossville Middle Hs,"June 1, 2019",2019,3.92,,,,,
138152,364205,Jonathan Alder High School,"May 1, 2019",2019,4,MATH,Academic Math TOTAL,5,,4.00
138165,153842,Winamac Community High School,"May 1, 2019",2019,3.72,MATH,Academic Math TOTAL,3,,3.85
138256,151915,Harrison High School,"May 1, 2019",2019,3.17,MATH,Academic Math TOTAL,3,,2.00
138294,150075,Hamilton Heights High School,"June 1, 2019",2019,4,MATH,Academic Math TOTAL,4,,4.00
138304,363940,Olmsted Falls High School,"June 1, 2019",2019,4,MATH,Academic Math TOTAL,4,,4.00
138305,395162,Bishop Shanahan High School,"June 1, 2019",2019,3.68,MATH,Academic Math TOTAL,3,,3.62
138510,150445,Carmel High School,"May 1, 2019",2019,3.61,MATH,Academic Math TOTAL,4.5,,3.20
138524,151936,McCutcheon High School,"June 1, 2019",2019,4,MATH,Academic Math TOTAL,3,,4.00
138645,143377,Maine Township Hs South,"May 1, 2019",2019,3.32,MATH,Academic Math TOTAL,2.5,,3.00
138997,230180,Lakeview High School,"June 1, 2019",2019,3.99,,,,,
139014,544400,Colegio San Ignacio De Loyola,"May 1, 2019",2019,3.63,,,,,
139037,151585,Carroll High School,"June 1, 2019",2019,3.27,MATH,Academic Math TOTAL,3,,3.00
139095,330680,East Ny Hs Of Transit Tech,"June 1, 2019",2019,3.88,,,,,
139286,153095,Western High School,"May 1, 2019",2019,4,MATH,Academic Math TOTAL,4,,2.78
139297,060415,Holy Family High School,"May 1, 2019",2019,3.71,MATH,Academic Math TOTAL,3,,3.67
139397,311290,Ramsey High School,"June 1, 2019",2019,3.61,MATH,Academic Math TOTAL,3,,3.00
139420,152680,Oldenburg Academy,"June 1, 2019",2019,4,MATH,Academic Math TOTAL,4,,4.00
139451,152613,Blessed Theodore Guerin Hs,"May 1, 2019",2019,3.81,MATH,Academic Math TOTAL,3,,3.55
139468,153665,Franklin Central High School,"May 1, 2019",2019,3.86,MATH,Academic Math TOTAL,3,,3.83
139646,152613,Blessed Theodore Guerin Hs,"June 1, 2019",2019,3.88,MATH,Academic Math TOTAL,3,,3.90
139649,361156,Wyoming High School,"June 1, 2019",2019,4,MATH,Academic Math TOTAL,4,,4.00
139701,151041,Fishers High School,"May 1, 2019",2019,3.92,MATH,Academic Math TOTAL,4,,3.96
139702,153177,Trinity Lutheran High School,"May 1, 2019",2019,3.85,MATH,Academic Math TOTAL,3,,3.62
139728,150445,Carmel High School,"May 1, 2019",2019,3.69,MATH,Academic Math TOTAL,4,,3.29
139749,152615,Noblesville High School,"June 1, 2019",2019,3.71,MATH,Academic Math TOTAL,2,,2.92
139797,152613,Blessed Theodore Guerin Hs,"June 1, 2019",2019,3.9,MATH,Academic Math TOTAL,3,,3.95
139825,152613,Blessed Theodore Guerin Hs,"June 1, 2019",2019,3.32,MATH,Academic Math TOTAL,3,,2.88
139832,151175,Franklin Community High School,"May 1, 2019",2019,4,MATH,Academic Math TOTAL,3,,3.40
139891,152613,Blessed Theodore Guerin Hs,"June 1, 2019",2019,4,MATH,Academic Math TOTAL,4,,4.00
140091,153112,Lake Central High School,"June 1, 2019",2019,3.05,,,,,
140136,150610,Columbus North High School,"May 1, 2019",2019,4,MATH,Academic Math TOTAL,4,,4.00
140142,500813,Southwest High School,"June 1, 2019",2019,3.97,,,,,
140290,150325,Franklin County High School,"June 1, 2019",2019,3.82,MATH,Academic Math TOTAL,4,,3.41
140520,151752,Southport High School,"May 1, 2019",2019,3.64,MATH,Academic Math TOTAL,6,,3.40
140543,153475,Tipton High School,"May 1, 2019",2019,3.92,,,,,
140568,151000,Madison Grant High School,"June 1, 2019",2019,3.95,MATH,Academic Math TOTAL,2,,4.00
140641,151041,Fishers High School,"June 1, 2019",2019,3.34,,,,,
140895,472140,West Springfield High School,"June 1, 2019",2019,4,,,,,
140943,230000,Forest Hills Eastern HS,"May 1, 2019",2019,4,MATH,Academic Math TOTAL,3,,3.83
140944,151045,Hamilton Southeastern Hs,"June 1, 2019",2019,3.33,MATH,Academic Math TOTAL,4.5,,2.86
140962,263001,Oakville Senior High School,"June 1, 2019",2019,3.87,MATH,Academic Math TOTAL,4,,3.64
140971,311585,Westfield High School,"June 1, 2019",2019,3.84,MATH,Academic Math TOTAL,3,,3.53
141063,262848,Orchard Farm Jr-Sr High School,"May 1, 2019",2019,3.8,MATH,Academic Math TOTAL,2.5,,3.22
141121,151045,Hamilton Southeastern Hs,"June 1, 2019",2019,3.71,MATH,Academic Math TOTAL,4,,3.68
141131,143096,Carmel Catholic High School,"May 1, 2019",2019,3.99,MATH,Academic Math TOTAL,3,,4.00
141150,151936,McCutcheon High School,"June 1, 2019",2019,3.98,MATH,Academic Math TOTAL,4,,4.00
141164,480548,Eastlake High School,"June 1, 2019",2019,3.57,MATH,Academic Math TOTAL,4,,3.22
141349,151662,Covenant Christian High School,"June 1, 2019",2019,4,MATH,Academic Math TOTAL,3,,3.95
141442,150910,Concord High School,"June 1, 2019",2019,4,,,,,
141444,153112,Lake Central High School,"June 1, 2019",2019,3.62,MATH,Academic Math TOTAL,4,,2.59
141469,153260,John Adams High School,"June 1, 2019",2019,3.95,MATH,Academic Math TOTAL,3,,3.78
141583,150970,Mater Dei High School,"May 1, 2019",2019,3.83,MATH,Academic Math TOTAL,4,,4.00
141688,152613,Blessed Theodore Guerin Hs,"May 1, 2019",2019,3.24,MATH,Academic Math TOTAL,3,,3.28
141746,150977,North High School,"May 1, 2019",2019,3.94,MATH,Academic Math TOTAL,4,,3.50
141788,142524,Lakes Community High School,"May 1, 2019",2019,3.65,,,,,
141808,152285,Marquette Catholic High School,"June 1, 2019",2019,3.8,MATH,Academic Math TOTAL,2,,3.50
141866,151717,North Central High School,"May 1, 2019",2019,3.1,MATH,Academic Math TOTAL,3,,2.52
141894,144386,Wheaton North High School,"May 1, 2019",2019,3.59,MATH,Academic Math TOTAL,3,,3.17
141946,151350,Greenfield Central High School,"June 1, 2019",2019,3.8,MATH,Academic Math TOTAL,3,,3.78
141975,151345,Greencastle High School,"June 1, 2019",2019,3.63,MATH,Academic Math TOTAL,4,,3.32
141997,151660,Cathedral High School,"May 1, 2019",2019,4,MATH,Academic Math TOTAL,4,,2.89
142009,151906,Central Catholic Junior-Senior,"May 1, 2019",2019,3.53,MATH,Academic Math TOTAL,3.5,,3.24
142109,150145,Batesville High School,"May 1, 2019",2019,3.49,MATH,Academic Math TOTAL,3,,3.70
142192,151345,Greencastle High School,"May 1, 2019",2019,3.88,MATH,Academic Math TOTAL,4,,3.38
142357,150335,Brownsburg High School,"June 1, 2019",2019,3.28,MATH,Academic Math TOTAL,3,,3.00
142393,151095,Concordia Lutheran High School,"June 2, 2019",2019,3.84,MATH,Academic Math TOTAL,3.5,,3.76
142441,152613,Blessed Theodore Guerin Hs,"June 1, 2019",2019,3.56,MATH,Academic Math TOTAL,3.5,,3.53
142739,310283,East Brunswick High School,"June 1, 2019",2019,4,MATH,Academic Math TOTAL,2,,3.65
142741,150608,Columbus East High School,"June 1, 2019",2019,3.64,MATH,Academic Math TOTAL,4,,3.55
142958,151315,Goshen High School,"May 1, 2019",2019,3.83,MATH,Academic Math TOTAL,3,,4.00
142997,153688,Lakeland Christian Academy,"June 1, 2019",2019,4,MATH,Academic Math TOTAL,3,,4.00
143011,141870,Prairie Central High School,"May 1, 2019",2019,3.94,MATH,Academic Math TOTAL,4,,4.00
143023,150540,Our Lady Of Providence Hs,"May 1, 2019",2019,3.51,MATH,Academic Math TOTAL,4,,3.09
143033,150685,Crown Point High School,"June 1, 2019",2019,3.9,MATH,Academic Math TOTAL,3,,3.78
143161,151668,Providence Cristo Rey High Sch,"May 1, 2019",2019,3.74,MATH,Academic Math TOTAL,1,,3.85
143189,111110,Douglas County High School,"May 1, 2019",2019,3.8,MATH,Academic Math TOTAL,2,,3.65
143278,263570,Nerinx Hall High School,"May 1, 2019",2019,3.96,MATH,Academic Math TOTAL,3,,3.95
143606,152510,Pike High School,"May 1, 2019",2019,4,MATH,Academic Math TOTAL,4,,3.68
143683,240268,Thomas Jefferson Senior Hs,"June 1, 2019",2019,3.91,MATH,Academic Math TOTAL,5.5,,3.92
143687,140385,Reed-Custer High School,"May 1, 2019",2019,3.8,,,,,
143845,150380,Maconaquah High School,"May 1, 2019",2019,3.7,MATH,Academic Math TOTAL,4,,3.85
143847,151724,Perry Meridian High School,"May 1, 2019",2019,2.99,MATH,Academic Math TOTAL,5,,2.88
143909,153355,Sullivan High School,"May 1, 2019",2019,4,MATH,Academic Math TOTAL,4,,4.00
143931,152460,Mount Vernon Senior Hs,"May 1, 2019",2019,3.95,MATH,Academic Math TOTAL,4,,4.00
143969,143784,South Elgin High School,"May 1, 2019",2019,3.58,MATH,Academic Math TOTAL,3,,3.17
144136,222088,Lincoln-Sudbury Regional Hs,"May 1, 2019",2019,3.05,,,,,
144163,561620,Yokota High School Dod,"June 1, 2019",2019,3.94,MATH,Academic Math TOTAL,3,,4.00
144165,143650,Trinity High School,"May 1, 2019",2019,3.86,,,,,
144199,153900,Zionsville Community Hs,"June 1, 2019",2019,3.41,MATH,Academic Math TOTAL,3,,2.83
144213,151654,Bishop Chatard High School,"May 1, 2019",2019,3.14,MATH,Academic Math TOTAL,3,,2.72
144273,393745,North Allegheny Senior Hs,"June 1, 2019",2019,3.98,MATH,Academic Math TOTAL,3,,3.90
144296,150075,Hamilton Heights High School,"May 1, 2019",2019,,,,,,
144508,UNKHSC,Unknown High School,"December 1, 2018",2018,,,,,,
144524,150075,Hamilton Heights High School,"May 1, 2019",2019,3.89,MATH,Academic Math TOTAL,5,,3.78
144655,151915,Harrison High School,"May 1, 2019",2019,3.28,MATH,Academic Math TOTAL,3,,3.00
144688,151103,Homestead High School,"May 1, 2019",2019,3.73,MATH,Academic Math TOTAL,5,,3.33
144870,330505,Briarcliff High School,"June 1, 2019",2019,3.6,,,,,
