PUID_SIX,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,PRIMARY_PROGRAM_IND,STUDENT_LEVEL,STUDENT_LEVEL_DESC,STUDENT_CLASSIFICATION_BOAP,STUDENT_CLASS_BOAP_DESC,CAMPUS,CAMPUS_DESC,COLLEGE,COLLEGE_DESC,PROGRAM,PROGRAM_DESC,DEGREE,DEGREE_DESC,MAJOR,MAJOR_DESC
131923,202210,Fall 2021,N,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-CERT,Liberal Arts-Cert,CERT,Certificate,CSTN,Cornerstone
131923,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIAENT-BS,Aeronautic Engr Technology-BS,BS,Bachelor of Science,AENT,Aeronautic Engr Technology
132078,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-UND,Undecided Liberal Arts,DS,Degree Seeking,LAUD,General Undecided
132125,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
132332,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
132396,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,A,College of Agriculture,ANSC-BS,Animal Sciences-BS,BS,Bachelor of Science,ASCI,Animal Sciences
132490,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,HH,College of Health & Human Sci,NUTR SCI-BS,Nutrition Science-BS,BS,Bachelor of Science,NUSC,Nutrition Science
132589,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
132666,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-UND,Undecided Liberal Arts,DS,Degree Seeking,LAUD,General Undecided
132706,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,A,College of Agriculture,BIOCHEM-BS,Biochemistry-BS,BS,Bachelor of Science,BCHM,Biochemistry
132946,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
132958,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,PC,College of Pharmacy,PHAR-BS,Pharmacy-BS,BS,Bachelor of Science,PHAR,Pharmaceutical Sciences
132995,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
133220,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
133572,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,A,College of Agriculture,BIOCHEM-BS,Biochemistry-BS,BS,Bachelor of Science,BCHM,Biochemistry
134215,202210,Fall 2021,N,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,M,School of Management,ENTR-CERT,Entrepreneurship-Cert,CERT,Certificate,ENTR,Entrepreneur & Innovation
134215,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
134283,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,LA,College of Liberal Arts,HISTORY-BA,History-BA,BA,Bachelor of Arts,HIST,History
134404,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICM-BS,Construct Mgmt Tech-BS,BS,Bachelor of Science,CM,Construction Management
134413,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,HH,College of Health & Human Sci,NUTR SCI-BS,Nutrition Science-BS,BS,Bachelor of Science,DPND,Nutrition & Dietetics
134423,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,HH,College of Health & Human Sci,MLAB-BS,Medical Laboratory Sci-BS,BS,Bachelor of Science,MLAB,Medical Laboratory Sciences
134448,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
134576,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
134707,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-UND,Undecided Liberal Arts,DS,Degree Seeking,LAUD,General Undecided
134962,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,S,College of Science,SCIENCE-DS,Science,DS,Degree Seeking,SUND,Science
135789,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,PSYSCI-BS,Psychology Sci-BS,BS,Bachelor of Science,PSYS,Psychological Sciences
135846,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-UND,Undecided Liberal Arts,DS,Degree Seeking,LAUD,General Undecided
135860,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,E,First Year Engineering,ENGR,Engineering First Year,DS,Degree Seeking,ENFY,First Year Engineering
136000,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
136296,202210,Fall 2021,Y,UG,Undergraduate,03,Sophomore: 30 - 44 hours,PWL,West Lafayette,PC,College of Pharmacy,PHAR-BS,Pharmacy-BS,BS,Bachelor of Science,PHAR,Pharmaceutical Sciences
136418,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
136454,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
136494,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,HH,College of Health & Human Sci,BMHS-BS,Biomedical Health Sciences-BS,BS,Bachelor of Science,BMHS,Biomedical Health Sciences
136520,202210,Fall 2021,N,UG,Undergraduate,08,Senior 105+ hours,PWL,West Lafayette,A,College of Agriculture,DEAN-CERT,Deans Scholar Progam-Cert,CERT,Certificate,DSPG,Deans Scholar Program
136520,202210,Fall 2021,N,UG,Undergraduate,08,Senior 105+ hours,PWL,West Lafayette,EU,College of Education,CLDP-CERT,Collaborative Ldrsp-Cert,CERT,Certificate,CLDP,Collaborative Leadership
136520,202210,Fall 2021,Y,UG,Undergraduate,08,Senior 105+ hours,PWL,West Lafayette,A,College of Agriculture,ANSC-BS,Animal Sciences-BS,BS,Bachelor of Science,ASCI,Animal Sciences
137079,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,S,College of Science,EAPS-BS,"Erth, Atmos Planetary Sci-BS",BS,Bachelor of Science,ENVG,Environmental Geoscience
137329,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,A,College of Agriculture,ANSC-BS,Animal Sciences-BS,BS,Bachelor of Science,ASCI,Animal Sciences
137378,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,S,College of Science,SCI-INTRD-BS,Interdisc Science-BS,BS,Bachelor of Science,IDSC,Interdisciplinary Science
137741,202210,Fall 2021,N,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,A,College of Agriculture,DEAN-CERT,Deans Scholar Progam-Cert,CERT,Certificate,DSPG,Deans Scholar Program
137741,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,A,College of Agriculture,ENTM-BS,Entomology-BS,BS,Bachelor of Science,IBIO,Insect Biology
137759,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HDFS-BS,Human Develop Fam Study-BS,BS,Bachelor of Science,DVFS,Developmental & Family Science
137768,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMFET-BS,Mfg Engineering Technology-BS,BS,Bachelor of Science,ROET,Robotics Engr Technology
137965,202210,Fall 2021,N,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,A,College of Agriculture,DEAN-CERT,Deans Scholar Progam-Cert,CERT,Certificate,DSPG,Deans Scholar Program
137965,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,A,College of Agriculture,ANSC-BS,Animal Sciences-BS,BS,Bachelor of Science,ASCI,Animal Sciences
137994,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,A,College of Agriculture,BIOCHEM-BS,Biochemistry-BS,BS,Bachelor of Science,BCHM,Biochemistry
138079,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
138141,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
138294,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,A,College of Agriculture,ANSC-BS,Animal Sciences-BS,BS,Bachelor of Science,ASCI,Animal Sciences
138304,202210,Fall 2021,N,UG,Undergraduate,08,Senior 105+ hours,PWL,West Lafayette,A,College of Agriculture,DEAN-CERT,Deans Scholar Progam-Cert,CERT,Certificate,DSPG,Deans Scholar Program
138304,202210,Fall 2021,Y,UG,Undergraduate,08,Senior 105+ hours,PWL,West Lafayette,A,College of Agriculture,ANSC-BS,Animal Sciences-BS,BS,Bachelor of Science,ASCI,Animal Sciences
138510,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
138645,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
139297,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,S,College of Science,COMPSCI-BS,Computer Science-BS,BS,Bachelor of Science,DSCS,Data Science
139420,202210,Fall 2021,N,UG,Undergraduate,08,Senior 105+ hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
139420,202210,Fall 2021,Y,UG,Undergraduate,08,Senior 105+ hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
139451,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
139646,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
139728,202210,Fall 2021,N,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,M,School of Management,ENTR-CERT,Entrepreneurship-Cert,CERT,Certificate,ENTR,Entrepreneur & Innovation
139728,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIMFET-BS,Mfg Engineering Technology-BS,BS,Bachelor of Science,MHET,Mechatronics Engr Tech
140136,202210,Fall 2021,Y,UG,Undergraduate,08,Senior 105+ hours,PWL,West Lafayette,HH,College of Health & Human Sci,NUTR SCI-BS,Nutrition Science-BS,BS,Bachelor of Science,NUSC,Nutrition Science
140142,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
140290,202210,Fall 2021,Y,UG,Undergraduate,08,Senior 105+ hours,PWL,West Lafayette,A,College of Agriculture,BIOCHEM-BS,Biochemistry-BS,BS,Bachelor of Science,BCHM,Biochemistry
140520,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,A,College of Agriculture,BIOCHEM-BS,Biochemistry-BS,BS,Bachelor of Science,BCHM,Biochemistry
140543,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,A,College of Agriculture,ANSC-BS,Animal Sciences-BS,BS,Bachelor of Science,ASCI,Animal Sciences
140568,202210,Fall 2021,Y,UG,Undergraduate,08,Senior 105+ hours,PWL,West Lafayette,A,College of Agriculture,NREVS-BS,Natural Resources Env Sci-BS,BS,Bachelor of Science,NREV,Natural Resources& Envrmtl Sci
140944,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
140971,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
141063,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,NUTR SCI-BS,Nutrition Science-BS,BS,Bachelor of Science,DPND,Nutrition & Dietetics
141121,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,A,College of Agriculture,ANSC-BS,Animal Sciences-BS,BS,Bachelor of Science,ASCI,Animal Sciences
141131,202210,Fall 2021,N,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,LA,College of Liberal Arts,SOC-BA,Sociology-BA,BA,Bachelor of Arts,SOC,Sociology
141131,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,S,College of Science,EAPS-BS,"Erth, Atmos Planetary Sci-BS",BS,Bachelor of Science,ENVG,Environmental Geoscience
141349,202210,Fall 2021,N,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,A,College of Agriculture,DEAN-CERT,Deans Scholar Progam-Cert,CERT,Certificate,DSPG,Deans Scholar Program
141349,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,A,College of Agriculture,ANSC-BS,Animal Sciences-BS,BS,Bachelor of Science,ASCI,Animal Sciences
141442,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
141444,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
141583,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
141975,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,A,College of Agriculture,BIOCHEM-BS,Biochemistry-BS,BS,Bachelor of Science,BCHM,Biochemistry
141997,202210,Fall 2021,N,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,A,College of Agriculture,DEAN-CERT,Deans Scholar Progam-Cert,CERT,Certificate,DSPG,Deans Scholar Program
141997,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,A,College of Agriculture,ANSC-BS,Animal Sciences-BS,BS,Bachelor of Science,ASCI,Animal Sciences
142192,202210,Fall 2021,N,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-CERT,Liberal Arts-Cert,CERT,Certificate,CSTN,Cornerstone
142192,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIAVMG-BS,Aviation Management-BS,BS,Bachelor of Science,AVMG,Aviation Management
142393,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
142739,202210,Fall 2021,N,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,A,College of Agriculture,DEAN-CERT,Deans Scholar Progam-Cert,CERT,Certificate,DSPG,Deans Scholar Program
142739,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,A,College of Agriculture,BIOCHEM-BS,Biochemistry-BS,BS,Bachelor of Science,BCHM,Biochemistry
142741,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
142997,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,A,College of Agriculture,ANSC-BS,Animal Sciences-BS,BS,Bachelor of Science,ASCI,Animal Sciences
143023,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,PC,College of Pharmacy,PHAR-BS,Pharmacy-BS,BS,Bachelor of Science,PHAR,Pharmaceutical Sciences
143161,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,PI,Polytechnic Institute,PICM-BS,Construct Mgmt Tech-BS,BS,Bachelor of Science,DCI,Design & Construct Integration
143189,202210,Fall 2021,N,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-CERT,Liberal Arts-Cert,CERT,Certificate,CSTN,Cornerstone
143189,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIAVFT-BS,Aviation Technology-BS,BS,Bachelor of Science,AVFT,Prof Flight Technology
143278,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,PI,Polytechnic Institute,PIAVFT-BS,Aviation Technology-BS,BS,Bachelor of Science,AVFT,Prof Flight Technology
143931,202210,Fall 2021,N,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,A,College of Agriculture,DEAN-CERT,Deans Scholar Progam-Cert,CERT,Certificate,DSPG,Deans Scholar Program
143931,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,A,College of Agriculture,BIOCHEM-BS,Biochemistry-BS,BS,Bachelor of Science,BCHM,Biochemistry
143969,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
144136,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,A,College of Agriculture,PRE-VET,Pre-Veterinary Medicine,DS,Degree Seeking,PRMD,Pre Veterinary Medicine
144165,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
144199,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,HH,College of Health & Human Sci,PSYSCI-BS,Psychology Sci-BS,BS,Bachelor of Science,BBS,Brain and Behavioral Sci
144213,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
144273,202210,Fall 2021,Y,UG,Undergraduate,08,Senior 105+ hours,PWL,West Lafayette,HH,College of Health & Human Sci,HLTH-BS,Health Sciences-BS,BS,Bachelor of Science,HSPP,Health Science PreProfessional
144296,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
144508,202210,Fall 2021,Y,UG,Undergraduate,05,Junior: 60 - 74 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
144524,202210,Fall 2021,Y,UG,Undergraduate,07,Senior 90 - 104 hours,PWL,West Lafayette,HH,College of Health & Human Sci,BMHS-BS,Biomedical Health Sciences-BS,BS,Bachelor of Science,BMHS,Biomedical Health Sciences
144870,202210,Fall 2021,N,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,LA,College of Liberal Arts,LA-UND,Undecided Liberal Arts,DS,Degree Seeking,PCOM,Pre Communication
144870,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,A,College of Agriculture,BIOCHEM-BS,Biochemistry-BS,BS,Bachelor of Science,BCHM,Biochemistry
145036,202210,Fall 2021,N,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,A,College of Agriculture,AGECON-BS,Agricultural Econ-BS,BS,Bachelor of Science,AGBS,Agribusiness
145036,202210,Fall 2021,Y,UG,Undergraduate,04,Sophomore: 45 - 59 hours,PWL,West Lafayette,A,College of Agriculture,ANSC-BS,Animal Sciences-BS,BS,Bachelor of Science,ASCI,Animal Sciences
145096,202210,Fall 2021,Y,UG,Undergraduate,08,Senior 105+ hours,PWL,West Lafayette,S,College of Science,COMPSCI-BS,Computer Science-BS,BS,Bachelor of Science,DSCS,Data Science
145573,202210,Fall 2021,Y,UG,Undergraduate,06,Junior: 75 - 89 hours,PWL,West Lafayette,HH,College of Health & Human Sci,HK-BS,Health and Kinesiology-BS,BS,Bachelor of Science,KINE,Kinesiology
