PUID_SIX,SATR EBRW,SATR Math,SATR Total,SAT_Critical_Reading_OLD,SAT Mathematics_OLD,ACT English,ACT Math,ACT Reading,ACT Science Reasoning,ACT Composite,ACT Combined English/Writing
283080,690,580,1270,,,33,20,33,32,30,
283130,720,800,1490,,,33,35,36,33,34,
283210,670,800,1470,,,,,,,,
283246,580,800,1380,,,,,,,,
283347,520,680,,,,,,,,,
283354,720,770,1490,,,,,,,,
283365,610,610,1220,,,,,,,,
283421,600,620,,,,,,,,,
283442,670,680,1350,,,29,29,33,30,30,
283492,540,770,1310,,,,,,,,
283558,640,780,1360,,,,,,,,
283578,,,,,,30,30,24,24,27,
283580,650,740,1390,,,,,,,,
283612,,,,,,,,,,,
283638,570,730,1300,,,,,,,,
283680,660,680,1340,,,33,28,34,30,31,
283835,680,770,1410,,,,,,,,
283866,540,790,1330,,,,,,,,
284016,,,,,,31,26,28,25,27,
284039,,,,,,34,32,31,28,31,
284176,,,,,,31,35,30,35,33,
284413,800,750,1550,,,,,,,,
284422,530,740,1260,,,,,,,,
284435,620,730,1350,,,,,,,,
284436,740,780,1520,,,,,,,,
284448,650,720,1360,,,,,,,,
284516,520,780,1300,,,,,,,,
284549,630,660,1290,,,32,25,26,26,27,
284580,770,790,1560,,,36,34,35,36,35,
284597,480,680,,,,,,,,,
284614,710,760,1470,,,,,,,,
284624,600,670,1270,,,,,,,,
284656,600,800,1400,,,,,,,,
284710,640,670,1310,,,,,,,,
284726,,,,660,700,,,,,,
284737,570,790,1330,,,,,,,,
284784,630,700,1330,,,,,,,,
284847,,,,,,20,26,25,26,24,
284880,580,800,1380,,,,,,,,
284940,630,640,1270,,,,,,,,
284958,,,,,,30,26,28,23,27,
284968,,,,,,28,31,33,34,31,
284976,690,680,1360,,,30,30,31,31,30,
285006,660,790,1450,,,,,,,,
285035,,,,,,35,36,36,36,36,
285039,740,790,,,,29,33,33,31,31,
285043,740,800,1520,,,,,,,,
285155,,,,,,35,32,30,27,31,
285240,,,,,,23,26,32,24,28,
286748,670,750,1410,,,,,,,,
287258,,,,,,33,28,34,29,30,
287267,,,,,,29,26,25,25,26,
287723,730,800,1530,,,,,,,,
287791,520,680,1180,,,,,,,,
287792,680,760,1390,,,,,,,,
287827,480,590,1060,,,,,,,,
287837,,,,,,35,35,36,36,35,
287843,620,680,1280,,,,,,,,
287902,610,580,1180,,,,,,,,
288064,690,770,1440,,,,,,,,
288162,680,670,1350,,,,,,,,
288220,620,700,1320,,,,,,,,
288245,700,800,1500,,,,,,,,
288249,690,690,,,,24,31,31,31,29,
288317,750,790,1490,,,,,,,,
288644,660,710,1340,,,,,,,,
288670,670,760,1430,,,,,,,,
288706,700,660,1360,,,,,,,,
288721,540,550,1090,,,24,25,28,24,24,
288729,,,,,,,,,,,
288797,640,580,1210,,,,,,,,
288807,,,,,,31,28,34,34,31,
289020,670,720,1380,,,,,,,,
289147,600,650,1240,,,,,,,,
289158,730,750,1480,,,,,,,,
289615,500,640,1140,,,,,,,,
289905,580,670,1220,,,28,26,21,25,25,
289932,610,610,1210,,,,,,,,
290214,630,710,1340,,,,,,,,
290249,490,700,1190,,,,,,,,
290306,620,770,1390,,,,,,,,
290322,630,770,1400,,,,,,,,
290451,,,,,,29,31,32,31,29,
290502,640,800,1430,,,,,,,,
290507,610,710,1320,,,,,,,,
290510,640,740,,,,,,,,,
290517,650,670,1290,,,,,,,,
290595,620,600,1220,,,,,,,,
290602,590,640,1230,,,,,,,,
290752,590,670,1260,,,24,31,27,24,27,
290816,630,760,1390,,,,,,,,
290835,690,770,1460,,,,,,,,
291149,670,710,1350,,,,,,,,
291192,,,,,,35,35,33,33,33,
291209,660,600,1240,,,28,23,34,27,28,
291222,550,670,1220,,,,,,,,
291254,750,750,1470,,,,,,,,
291265,540,770,1280,,,,,,,,
291307,520,560,1080,,,,,,,,
291356,690,730,1420,,,,,,,,
291431,630,780,1410,,,31,35,23,32,30,
291435,540,800,1340,,,,,,,,
291458,590,670,1260,,,,,,,,
291652,730,800,1530,,,,,,,,
291708,570,730,1280,,,,,,,,
291732,620,800,1400,,,,,,,,
291907,680,690,1370,,,,,,,,
291929,640,790,1430,,,,,,,,
291934,590,540,1130,,,,,,,,
291984,,,,,,35,30,36,34,32,
292053,660,760,1410,,,,,,,,
292117,700,780,1480,,,,,,,,
292119,,,,,,30,31,32,34,31,
292152,,,,,,34,26,29,27,28,
292164,680,680,1350,,,35,31,29,30,30,
292182,560,590,1150,,,,,,,,
292323,690,770,1460,,,,,,,,
292366,710,750,1450,,,30,29,30,31,30,
292370,,,,,,,,,,,
292433,,,,,,35,30,28,35,30,
292462,690,720,1390,,,,,,,,
292543,570,730,1240,,,,,,,,
292621,630,670,1300,,,,,,,,
292677,650,760,1410,,,27,27,31,32,29,
292747,760,770,1530,,,,,,,,
292759,,,,,,35,35,33,36,34,
292779,720,770,1490,,,33,31,34,36,34,
292823,660,690,1350,,,,,,,,
292896,690,620,1310,,,35,24,29,26,29,
293013,540,560,,,,,,,,,
293018,610,640,1240,,,,,,,,
293024,620,590,1210,,,24,24,28,26,26,
293026,530,660,1180,,,,,,,,
293110,,,,,,28,24,34,29,28,
293170,630,770,1360,,,,,,,,
293222,550,620,1170,,,26,27,25,25,26,
293291,580,720,1280,,,,,,,,
293293,640,760,1370,,,,,,,,
293307,590,770,1350,,,,,,,,
293381,650,700,1350,,,,,,,,
293394,,,,,,26,34,32,31,30,
293400,560,670,1230,,,,,,,,
293416,,,,,,33,29,21,28,27,
293425,570,700,1270,,,,,,,,
293469,700,620,1270,,,34,27,28,23,28,
293538,650,760,1410,,,,,,,,
293611,610,700,1310,,,,,,,,
293614,640,770,1400,,,,,,,,
293621,680,800,1480,,,,,,,,
293627,700,760,1460,,,,,,,,
293705,600,660,1230,,,,,,,,
293718,630,660,1290,,,,,,,,
293836,530,630,1140,,,,,,,,
294124,,,,,,29,30,32,32,31,
294169,,,,,,28,31,30,26,26,
294199,550,660,1200,,,,,,,,
294231,620,600,1220,,,,,,,,
294306,560,760,1320,,,,,,,,
294361,630,710,1340,,,,,,,,
294362,,,,,,35,35,36,35,35,
294383,610,710,1320,,,,,,,,
294387,590,680,1230,,,,,,,,
294420,620,800,1420,,,,,,,,
294442,670,740,1410,,,,,,,,
294480,710,800,1510,,,,,,,,
294486,580,730,1310,,,,,,,,
294545,620,750,1360,,,31,33,30,28,30,
294586,700,760,,,,,,,,,
294592,640,750,1360,,,,,,,,
294776,620,730,1350,,,,,,,,
294777,710,690,1380,,,,,,,,
294808,,,,,,32,34,33,35,31,
294838,600,670,1270,,,,,,,,
294847,610,600,1200,,,,,,,,
294919,630,710,,,,28,33,23,34,30,
294937,690,800,1490,,,,,,,,
294956,640,760,1390,,,,,,,,
294978,700,710,1410,,,,,,,,
294985,660,690,1320,,,,,,,,
295011,690,640,1300,,,,,,,,
295022,670,730,1400,,,,,,,,
295049,640,750,1380,,,,,,,,
295071,760,790,1530,,,,,,,,
295086,730,740,1440,,,,,,,,
295130,580,580,1160,,,,,,,,
295279,580,730,1310,,,,,,,,
295284,650,730,1380,,,,,,,,
295306,540,720,1260,,,,,,,,
295311,660,670,1330,,,,,,,,
295323,700,740,1440,,,,,,,,
295333,,,,,,34,35,35,35,35,
295365,610,680,,,,,,,,,
295450,660,740,1400,,,35,35,31,31,31,
295485,680,670,1350,,,,,,,,
295513,800,790,1590,,,35,33,36,36,35,
295516,,,,,,35,35,32,27,32,
295542,,,,,,36,35,35,36,36,
295546,570,720,1290,,,,,,,,
295571,630,690,1320,,,,,,,,
295598,620,740,1360,,,,,,,,
295635,600,610,1210,,,22,27,25,26,25,
295646,640,660,,,,,,,,,
295651,600,630,1230,,,,,,,,
295671,590,750,1340,,,,,,,,
295695,620,680,1300,,,,,,,,
295715,600,710,1280,,,,,,,,
295849,570,790,,,,,,,,,
295856,590,780,1360,,,,,,,,
295901,650,650,1280,,,30,29,29,26,28,
295928,650,760,1410,,,,,,,,
295954,,,,,,29,33,25,34,30,
295996,620,690,1310,,,,,,,,
296045,,,,,,23,25,23,26,24,
296100,630,670,1300,,,,,,,,
296137,580,710,1290,,,,,,,,
296224,560,560,1120,,,22,24,22,21,22,
296249,650,700,1350,,,,,,,,
296274,,,,,,34,30,32,35,31,
296293,530,790,1320,,,,,,,,
296316,750,770,1520,,,,,,,,
296397,620,570,1190,,,,,,,,
296417,680,670,1350,,,,,,,,
296465,700,730,1430,,,,,,,,
296565,,,,,,34,33,32,30,32,
296605,580,790,,,,,,,,,
296642,740,780,1510,,,,,,,,
296695,520,720,1240,,,,,,,,
296725,620,760,1380,,,,,,,,
296733,600,650,1240,,,25,25,23,28,25,
296764,600,800,1400,,,,,,,,
296785,,,,,,36,31,36,34,34,
296827,740,650,1390,,,,,,,,
296844,630,670,1300,,,25,31,25,25,27,
296855,,,,,,23,25,24,29,25,
296861,740,750,1490,,,35,33,36,33,33,
296916,640,680,1300,,,,,,,,
296931,660,740,1400,,,,,,,,
296994,480,600,1080,,,,,,,,
297016,,,,,,25,29,24,27,26,
297041,660,700,1360,,,28,28,27,35,30,
297082,640,790,1420,,,,,,,,
297096,720,780,1500,,,,,,,,
297120,610,710,1300,,,,,,,,
297185,610,670,1250,,,,,,,,
297346,690,770,1440,,,,,,,,
297373,630,620,,,,28,26,27,23,25,
297407,,,,,,35,33,34,36,35,
297418,580,660,1240,,,,,,,,
297423,690,700,1390,,,,,,,,
297453,,,,,,22,25,24,24,23,
297472,650,730,,,,,,,,,
297545,650,780,1410,,,,,,,,
297629,700,800,1500,,,,,,,,
297655,680,750,1430,,,,,,,,
297689,700,650,,,,,,,,,
297733,600,790,1390,,,,,,,,
297843,,,,,,31,31,32,32,32,
297899,600,720,1320,,,,,,,,
298047,610,780,1360,,,,,,,,
298051,620,800,1400,,,,,,,,
298076,740,800,1530,,,,,,,,
298100,520,800,1270,,,,,,,,
298134,640,700,1330,,,32,32,34,34,33,
298153,670,770,1430,,,,,,,,
298155,670,800,1470,,,,,,,,
298183,,,,,,35,35,36,36,36,
298323,690,750,1440,,,,,,,,
298369,550,700,1250,,,,,,,,
298384,660,800,1420,,,35,35,28,36,33,
298391,,,,,,26,27,34,26,28,
298435,630,680,1310,,,24,28,24,26,26,
298469,710,780,1460,,,,,,,,
298545,,,,,,30,29,32,29,30,
298731,620,800,1370,,,,,,,,
298732,640,790,1340,,,,,,,,
299490,,,,,,31,26,25,33,29,
299510,650,720,,650,720,,,,,,
299732,,,,,,,,,,,
299879,,,,,,,,,,,
300266,570,700,1270,,,,,,,,
300458,650,760,1410,,,,,,,,
300967,,,,,,,,,,,
301082,670,660,1330,,,26,30,22,25,26,
301280,430,430,850,,,16,13,12,11,13,
301743,610,760,1370,,,19,33,26,28,27,
301923,,,,,,,,,,,
301946,570,580,1150,,,,,,,,
302083,,,,,,,,,,,
302084,610,690,1300,,,,,,,,
302917,620,680,1300,,,,,,,,
303058,570,690,1260,,,,,,,,
303110,620,760,1380,,,,,,,,
303147,660,630,1290,,,,,,,,
303803,540,600,1130,,,24,24,24,25,24,
303832,740,750,1490,,,,,,,,
304462,,,,,450,,,,,,
304578,550,620,1170,550,620,,,,,,
304893,,,,,,,,,,,
305378,750,780,1530,,,,,,,,
305470,630,790,1420,630,790,,,,,,
306376,,,,,,21,24,23,23,23,
306440,,,,,,,,,,,
306685,,,,590,650,25,29,24,27,26,
306985,,,,,,,,,,,
307406,660,750,1410,,,,,,,,
307422,,,,,,,,,,,
307499,,,,,,35,34,35,36,35,
308131,,,,,,36,35,36,36,36,
308237,,,,,,32,33,30,30,29,
308351,680,800,1440,,,,,,,,
308396,640,650,1290,,,34,32,35,29,32,
308529,,,,,,,,,,,
308942,730,800,1530,730,800,36,33,36,35,35,
309000,,,,448,552,,,,,,
309293,,,,,660,,,,,,
311673,490,690,1180,,,12,26,14,20,18,
311801,,,,,,,,,,,
312599,580,640,1220,,,26,24,21,30,25,
314077,710,770,1480,,,29,33,34,35,33,
314246,610,630,1230,,,29,27,23,25,26,
314456,590,680,1270,,,19,28,29,25,25,
314491,780,790,1570,,,,,,,,
314638,700,740,1440,,,,,,,,
315058,,,,,,,,,,,
315073,660,780,1380,,,28,36,28,27,30,
315211,600,750,1350,,,,,,,,
315232,690,550,1240,,,,,,,,
315540,700,720,1420,,,33,31,33,32,32,
316625,570,670,1240,,,,,,,,
316801,,,,,,,,,,,
316842,670,660,1310,,,,,,,,
316921,650,730,,,,23,31,28,31,28,
316937,530,640,1170,,,21,32,18,23,25,
317046,580,590,1160,,,,,,,,
317065,610,670,1270,,,,,,,,
317120,,,,,,,,,,,
317206,610,590,1200,,,,,,,,
317207,,,,,,26,27,29,29,27,
317226,590,590,1180,,,,,,,,
317242,,,,,,,,,,,
317280,,,,,,33,34,35,28,33,
317311,,,,660,680,,,,,,
317337,770,780,,,,,,,,,
317421,730,730,1460,,,,,,,,
317582,,,,,,24,31,25,30,27,
317596,640,790,1430,,,,,,,,
317648,660,630,1290,,,27,25,33,24,27,
317751,,,,,,27,26,32,28,28,
317768,,,,,,35,34,35,35,34,
317805,520,510,1010,,,,,,,,
317967,590,610,1200,,,29,28,24,29,27,
317992,,,,,,,,,,,
318091,650,800,1450,,,33,36,31,34,32,
318123,,,,,,,,,,,
319300,,,,,,33,32,35,33,33,
319316,670,670,1340,,,28,28,35,31,31,
319322,,,,,,30,30,34,32,30,
319434,,,,,,33,31,33,35,33,
319736,,,,,,,,,,,
319818,620,690,1310,,,,,,,,
319878,690,650,1340,,,,,,,,
319978,690,630,1300,,,,,,,,
320009,610,650,1260,,,26,27,22,32,27,
320167,620,730,1350,,,,,,,,
320305,,,,,,34,29,34,32,32,
320392,590,780,1370,,,,,,,,
320458,670,700,1370,,,,,,,,
320521,540,550,1090,,,,,,,,
320571,590,690,1280,,,,,,,,
320700,750,770,1520,,,36,36,35,34,35,
320730,730,780,1510,,,,,,,,
320773,680,770,1400,,,,,,,,
320799,610,630,1180,,,,,,,,
320833,710,690,1400,,,35,33,33,30,33,
320969,680,780,1460,,,,,,,,
321164,,,,,,29,29,32,28,30,
321192,690,640,1310,,,,,,,,
321194,500,530,1030,,,20,20,19,17,19,
321216,,,,,,15,16,14,16,15,
321253,,,,,,,,,,,
321254,690,670,1360,,,,,,,,
321431,710,670,1380,,,31,32,33,34,33,
321508,780,800,1580,,,35,35,36,36,36,
321545,580,670,1250,,,,,,,,
321556,600,550,1150,,,,,,,,
321726,660,720,1380,,,27,30,29,30,29,
321747,690,720,1400,,,,,,,,
321800,590,560,1150,,,,,,,,
321876,640,690,1300,,,28,30,25,25,27,
322016,,,,,,33,35,36,36,35,
322150,,,,,,32,29,32,26,30,
322174,,,,,,32,35,35,35,34,
322243,720,770,1490,,,35,36,35,36,36,
322272,660,780,1440,,,,,,,,
322275,600,610,1210,,,33,30,32,27,30,
322437,670,690,1360,,,25,34,22,32,28,
322468,610,750,1360,,,,,,,,
322527,680,800,1480,,,,,,,,
322643,,,,,,34,35,36,32,34,
322670,,,,,,31,34,32,29,32,
322751,640,720,1360,,,,,,,,
322878,,,,,,,,,,,
322880,,,,,,25,27,30,27,27,
322893,,,,,,34,33,34,32,31,
322904,,,,,,35,35,34,36,35,
322946,,,,,,31,29,27,32,30,
322961,,,,,,,,,,,
323090,740,790,1470,,,,,,,,
323191,,,,,,25,27,31,30,28,
323222,,,,,,35,33,31,34,33,
323357,,,,,,,,,,,
323436,580,570,1150,,,,,,,,
323453,,,,,,36,33,36,32,34,
323551,,,,,,36,36,36,34,36,
323736,,,,,,35,31,35,36,34,
323769,,,,,,34,29,32,27,31,
323803,710,770,1480,,,,,,,,
323819,,,,,,25,29,25,29,27,
323966,740,710,1450,,,,,,,,
323970,710,800,1510,,,,,,,,
323971,650,710,1360,,,,,,,,
323986,660,610,1270,,,,,,,,
324124,750,770,1500,,,,,,,,
324211,640,750,1390,,,,,,,,
324382,730,740,1470,,,31,34,36,36,34,
324390,,,,,,35,35,34,28,32,
324423,690,630,1320,,,28,28,29,28,28,
324558,,,,,,33,26,31,34,31,
324657,600,600,1200,,,,,,,,
324691,,,,,,32,34,32,36,34,
324705,,,,,,23,34,23,27,27,
324872,750,680,1430,,,,,,,,
324952,690,690,1380,,,35,35,34,33,34,
325017,,,,,,28,29,30,31,30,
325047,690,640,1330,,,35,32,34,33,34,
325104,710,800,1510,,,,,,,,
325183,670,670,1340,,,35,35,36,36,34,
325411,550,630,1180,,,,,,,,
325475,,,,,,25,25,27,23,25,
325492,,,,,,,,,,,
325494,,,,,,36,35,35,32,35,
325558,700,660,1360,,,,,,,,
325606,,,,,,,,,,,
325653,740,780,1520,,,,,,,,
325668,,,,,,28,30,34,30,31,
325683,600,670,1270,,,35,32,30,30,32,
325813,680,700,1380,,,36,34,33,34,33,
325827,780,760,1530,,,,,,,,
325869,,,,,,33,34,31,33,33,
325920,730,750,1480,,,33,30,36,33,33,
325964,530,600,1130,,,,,,,,
325980,630,730,1350,,,25,30,24,26,26,
325990,610,690,1290,,,,,,,,
326044,690,780,1440,,,,,,,,
326079,740,760,1500,,,28,30,25,25,27,
326169,,,,,,34,31,30,30,30,
326174,660,680,1340,,,,,,,,
326205,690,720,1350,,,29,30,36,26,30,
326238,670,680,1350,,,,,,,,
326280,730,730,1430,,,,,,,,
326350,610,660,1270,,,26,29,31,30,29,
326354,,,,,,32,30,30,30,30,
326369,640,670,,,,24,28,23,28,26,
326420,730,730,1460,,,34,29,35,35,33,
326431,740,770,1510,,,,,,,,
326558,660,730,1390,,,29,28,20,30,27,
326559,680,780,1460,,,,,,,,
326620,520,590,1110,,,,,,,,
326654,590,760,1350,,,,,,,,
326706,,,,,,29,33,34,25,30,
326813,,,,,,35,29,35,36,34,
326867,620,660,1260,,,,,,,,
326960,,,,,,35,34,34,33,33,
326968,640,720,1360,,,,,,,,
326977,,,,,,,,,,,
327054,680,670,1350,,,,,,,,
327090,,,,,,32,29,31,33,31,
327123,670,770,1430,,,,,,,,
327176,550,650,1200,,,,,,,,
327203,630,780,1410,,,,,,,,
327249,570,660,1230,,,,,,,,
327306,,,,,,,,,,,
327340,730,780,1510,,,33,33,34,35,34,
327359,710,620,1300,,,,,,,,
327433,,,,,,35,34,36,33,34,
327643,740,660,1400,,,,,,,,
327675,690,750,1440,,,,,,,,
327676,,,,,,28,35,34,35,33,
327892,650,700,1350,,,,,,,,
327951,,,,,,34,35,32,35,32,
328342,750,750,1500,,,,,,,,
328363,710,800,,,,,,,,,
328561,760,800,1560,,,35,35,36,36,36,
328595,750,720,1470,,,35,29,36,29,32,
328612,730,770,1500,,,34,35,34,35,35,
328675,660,650,1310,,,,,,,,
328930,,,,,,30,28,31,30,29,
328967,660,590,1250,,,,,,,,
329019,700,800,1490,,,,,,,,
329069,760,780,,,,36,35,35,34,35,
329104,550,670,1220,,,29,29,27,25,27,
329175,,,,,,31,27,30,27,27,
329275,,,,,,34,34,35,30,33,
329444,690,790,1480,,,,,,,,
329482,,,,,,,,,,,
329517,,,,,,35,34,34,34,34,
329535,720,730,1450,,,,,,,,
329555,,,,,,28,29,26,32,29,
329603,,,,,,27,30,30,29,26,
329768,,,,,,34,32,32,30,31,
329887,650,720,1370,,,,,,,,
329929,750,680,1430,,,34,30,30,31,31,
330005,650,710,1360,,,,,,,,
330020,,,,,,36,34,35,30,34,
330058,760,750,1510,,,,,,,,
330059,,,,,,34,31,35,34,34,
330112,,,,,,,,,,,
330178,680,790,1470,,,,,,,,
330252,720,740,1460,,,,,,,,
330354,580,670,1250,,,,,,,,
330355,580,560,1140,,,20,24,24,26,23,
330382,,,,,,,,,,,
330403,700,750,1450,,,,,,,,
330431,,,,,,,,,,,
330600,730,690,1420,,,,,,,,
330615,700,690,1390,,,,,,,,
330745,610,690,1300,,,,,,,,
330765,670,730,1400,,,,,,,,
330791,710,780,1490,,,,,,,,
330895,660,770,1430,,,,,,,,
330940,740,800,1540,,,,,,,,
330948,580,510,1030,,,,,,,,
331025,,,,,,32,30,28,28,30,
331066,,,,,,35,32,36,34,34,
331119,480,600,1070,,,,,,,,
331169,600,690,1290,,,,,,,,
331222,,,,,,28,29,30,33,30,
331273,,,,,,33,34,36,29,33,
331310,,,,,,28,29,30,25,27,
331325,,,,,,,,,,,
331374,,,,,,31,35,34,34,34,
331407,,,,,,,,,,,
331514,670,780,1440,,,,,,,,
331523,680,740,1420,,,,,,,,
331574,680,690,1370,,,33,33,30,35,32,
331639,,,,,,28,32,32,35,31,
331645,760,770,1530,,,34,33,36,36,35,
331712,,,,,,31,34,36,35,34,
331739,670,680,1350,,,,,,,,
331813,,,,,,,,,,,
331905,,,,,,,,,,,
331925,,,,,,,,,,,
331941,,,,,,35,32,36,36,35,
331952,730,740,1470,,,,,,,,
332000,610,620,1230,,,,,,,,
332060,570,730,1300,,,20,30,22,25,24,
332094,,,,,,,,,,,
332138,700,790,1470,,,,,,,,
332141,700,800,1460,,,,,,,,
332156,650,700,1330,,,,,,,,
332167,590,690,1280,,,,,,,,
332226,600,620,1220,,,25,24,25,26,25,
332268,690,730,1410,,,,,,,,
332276,630,610,1240,,,,,,,,
332281,,,,,,30,35,35,27,30,
332304,650,740,1390,,,,,,,,
332320,710,740,1450,,,35,33,35,29,33,
332488,640,640,1270,,,,,,,,
332492,700,680,1380,,,,,,,,
332538,680,700,1340,,,,,,,,
332546,570,670,1240,,,,,,,,
332564,,,,,,28,32,30,34,31,
332589,730,780,1510,,,,,,,,
332632,690,660,1350,,,,,,,,
332651,620,730,,,,,,,,,
332663,,,,,,24,29,19,24,24,
332689,670,790,1460,,,,,,,,
332725,,,,,,30,35,30,35,33,
332734,,,,,,,,,,,
332743,650,620,1260,,,21,24,28,24,24,
332750,,,,,,29,33,32,36,30,
332887,780,670,1450,,,,,,,,
332916,,,,,,35,36,34,35,35,
332933,670,670,1340,,,,,,,,
333016,650,680,1330,,,,,,,,
333120,700,780,1480,,,,,,,,
333161,700,730,1430,,,,,,,,
333236,690,770,1440,,,,,,,,
333298,,,,,,35,34,36,36,35,
333301,,,,,,,,,,,
333451,620,650,1270,,,,,,,,
333472,520,650,1170,,,25,32,25,25,27,
333476,,,,,,25,29,23,23,25,
333481,,,,,,25,34,34,33,32,
333515,600,570,1170,,,,,,,,
333542,740,750,1470,,,,,,,,
333610,620,630,1250,,,,,,,,
333631,630,570,1200,,,,,,,,
333670,,,,,,32,31,27,31,30,
333715,720,800,1520,,,,,,,,
333778,,,,,,29,33,30,33,30,
333845,,,,,,,,,,,
333846,580,790,1360,,,,,,,,
333886,690,730,1420,,,,,,,,
333894,720,770,1490,,,,,,,,
333904,670,580,1250,,,,,,,,
334009,,,,,,34,31,34,34,33,
334047,760,800,1560,,,,,,,,
334115,640,700,1340,,,,,,,,
334205,690,650,1340,,,33,29,33,26,30,
334255,630,610,1240,,,26,25,31,27,27,
334331,,,,,,35,34,33,35,34,
334332,730,770,1500,,,,,,,,
334388,630,760,1390,,,,,,,,
334393,620,760,1380,,,,,,,,
334425,720,790,1510,,,,,,,,
334451,,,,,,29,28,32,29,28,
334471,700,710,1350,,,30,31,27,29,29,
334480,730,770,1480,,,,,,,,
334565,630,700,1330,,,,,,,,
334592,,,,,,23,23,25,23,24,
334604,,,,,,35,34,35,34,34,
334650,770,800,1570,,,35,35,36,35,35,
334689,,,,,,34,35,34,36,34,
334700,,,,,,31,30,25,34,30,
334701,590,610,1200,,,23,25,24,24,24,
334703,,,,,,26,29,34,31,30,
334705,,720,,,,23,31,22,30,26,
334781,630,650,1280,,,,,,,,
334906,780,760,1540,,,,,,,,
334942,720,720,1440,,,29,31,35,34,31,
335014,710,670,1380,,,,,,,,
335029,720,780,1490,,,,,,,,
335074,610,670,1280,,,,,,,,
335092,710,780,1490,,,,,,,,
335114,740,770,1510,,,35,32,35,30,33,
335189,710,740,1450,,,,,,,,
335255,780,800,1580,,,,,,,,
335320,,,,,,35,32,34,35,34,
335388,,,,,,35,31,33,33,32,
335432,560,670,1230,,,,,,,,
335538,630,680,1310,,,,,,,,
335619,,,,,,,,,,,
335638,700,800,1490,,,,,,,,
335670,660,700,1360,,,,,,,,
335754,,,,,,30,35,35,35,33,
335759,660,750,1410,,,,,,,,
335762,700,780,1480,,,,,,,,
335777,,,,,,34,34,35,35,35,
335814,,,,,,34,30,33,35,32,
335819,,,,,,33,36,31,35,34,
335865,670,700,1370,,,,,,,,
335877,700,660,1360,,,30,28,32,30,29,
335928,720,780,1500,,,,,,,,
335936,,,,,,36,34,36,35,35,
335969,520,670,1170,,,,,,,,
335984,,,,,,35,35,36,34,35,
336026,560,720,1270,,,,,,,,
336075,650,700,1350,,,,,,,,
336162,610,630,1240,,,23,26,25,30,26,
336198,690,720,,,,,,,,,
336220,,,,,,24,28,31,31,29,
336265,690,790,1480,,,,,,,,
336352,680,700,1360,,,,,,,,
336371,540,530,1070,,,,,,,,
336395,510,560,1070,,,14,20,22,19,19,
336434,,,,,,,,,,,
336504,,,,,,,,,,,
336605,620,800,,,,,,,,,
336656,710,760,1470,,,34,35,34,31,34,
336667,,,,,,33,34,34,35,34,
336732,,,,,,33,35,28,32,32,
336738,,,,,,35,35,36,36,36,
336760,,,,,,32,32,34,34,33,
336940,630,620,1230,,,,,,,,
337106,640,710,1350,,,26,34,31,29,30,
337242,750,800,1550,,,,,,,,
337307,,,,,,,,,,,
337418,710,790,1500,,,35,33,36,31,33,
337437,620,750,1370,,,31,33,29,33,32,
337466,,,,,,,,,,,
337487,,,,,,28,35,33,35,33,
337570,670,680,1350,,,,,,,,
337619,770,760,1530,,,36,32,35,36,35,
337661,,,,,,33,28,35,35,32,
337709,,,,,,,,,,,
337710,,,,,,35,35,35,35,35,
337752,610,670,1280,,,,,,,,
337797,590,540,1130,,,,,,,,
337837,,,,,,29,36,28,34,31,
337932,750,670,1420,,,,,,,,
337952,,,,,,,,,,,
337979,650,760,1410,,,,,,,,
337980,,,,,,35,35,33,36,33,
337981,760,710,1470,,,,,,,,
338064,,,,,,32,27,35,33,32,
338067,,,,,,,,,,,
338095,630,730,1360,,,,,,,,
338097,700,710,1410,,,,,,,,
338107,,,,,,,,,,,
338127,,,,,,,,,,,
338145,,,,,,33,33,34,36,33,
338218,,,,,,35,34,34,32,33,
338329,,,,,,36,35,36,36,36,
338353,,,,,,35,32,36,35,35,
338435,750,700,1450,,,27,27,32,29,29,
338476,710,800,1510,,,,,,,,
338489,,,,,,35,31,31,32,32,
338508,610,800,1410,,,,,,,,
338594,640,670,1310,,,,,,,,
338726,640,690,1330,,,24,31,24,29,27,
338740,670,620,1290,,,,,,,,
338765,690,800,,,,,,,,,
338871,720,800,1520,,,33,35,34,36,35,
338917,750,780,1520,,,35,31,34,32,33,
338957,690,760,,,,,,,,,
339048,,,,,,35,33,36,33,34,
339181,,,,,,,,,,,
339317,670,750,1420,,,,,,,,
339393,590,610,1200,,,21,34,28,27,28,
339407,,,,,,22,28,25,27,25,
339523,730,730,1460,,,,,,,,
339562,630,590,1220,,,20,25,21,23,22,
339600,,,,,,36,31,35,31,33,
339672,610,720,1310,,,,,,,,
339687,680,780,1430,,,,,,,,
339728,570,600,1170,,,,,,,,
339800,660,740,1400,,,34,30,25,30,30,
339872,680,780,1460,,,,,,,,
339918,,,,,,28,34,32,31,31,
340025,720,700,1420,,,33,29,32,35,32,
340035,620,630,1250,,,,,,,,
340064,,,,,,35,34,34,34,34,
340067,,,,,,28,28,30,24,28,
340146,710,680,1390,,,,,,,,
340159,,,,,,35,32,33,30,33,
340162,750,760,1500,,,,,,,,
340220,640,690,1330,,,,,,,,
340240,,,,,,,,,,,
340253,,,,,,23,28,33,25,26,
340262,750,800,1550,,,,,,,,
340303,600,540,1120,,,14,18,22,23,19,
340372,700,690,1390,,,,,,,,
340419,640,620,1250,,,,,,,,
